Time_stamp,RPF_Flag,Total_RPF,P_kW,Q_kvar,V1,V2,V3,EnergyCost_USD_per_kWh,P_c_kW,P_d_kW,E_kWh,Pnet_kW,Pmax_kW
07-14 20:00,0,0.0,1554.498,80.74259,1.008781531,1.008802057,1.008801849,0.0999,0.0,1554.498,531540.1075363985,0.0,10902.608822456961
07-14 21:00,0,0.0,1393.97,-16.5328,1.007057433,1.007076543,1.00707721,0.0999,0.0,1393.97,529903.7938521879,0.0,10884.261197842294
07-14 22:00,0,0.0,1307.18,-68.8473,1.006166676,1.006186328,1.006187327,0.0481,0.0,12181.608517142167,528436.4570100827,-10874.428517142167,10874.428517142169
07-14 23:00,0,0.0,1129.682,-175.2291,1.00427874,1.004296935,1.004298684,0.0481,0.0,11982.509121360685,515613.7112025646,-10852.827121360684,10852.827121360684
07-15 0:00,0,0.0,798.41,-361.4502,1.00038454,1.000395074,1.000400986,0.0481,0.0,11604.519818726201,503000.54370639543,-10806.109818726201,10806.109818726201
07-15 1:00,0,0.0,473.1,-541.331,0.9965480478,0.9965537519,0.9965606635,0.0481,0.0,11230.176195827065,490785.25968668365,-10757.076195827065,10757.076195827065
07-15 2:00,0,0.0,372.832,-599.359,0.9952600432,0.9952647064,0.9952725756,0.0481,0.0,11112.888703443023,478964.0215858131,-10740.056703443022,10740.056703443022
07-15 3:00,0,0.0,291.7579,-642.734,0.994290636,0.9942934672,0.9943027104,0.0481,0.0,11018.810018031309,467266.2440032415,-10727.052118031308,10727.052118031308
07-15 4:00,0,0.0,271.0788,-654.626,0.9942521228,0.9942539132,0.9942642805,0.0481,0.0,10996.994742828221,455667.4966158401,-10725.915942828222,10725.915942828222
07-15 5:00,0,0.0,525.67,-507.467,0.9945829612,0.9946432499,0.9946318417,0.0481,0.0,11263.134602734586,444091.7126760209,-10737.464602734586,10737.464602734586
07-15 6:00,1,-5039.94,-5039.94,158.0836,0.9715249932,0.9716214634,0.9715925682,0.0481,5039.94,0.0,432235.78151524765,0.0,10499.049189501013
07-15 7:00,1,-9757.31,-9757.31,1862.591,0.9617209611,0.9618269659,0.9617908677,0.0703,9757.31,0.0,437023.7245152476,0.0,10226.033217176671
07-15 8:00,1,-13693.0,-13693.0,3713.24,0.9554712138,0.955569516,0.9555332928,0.0703,13693.0,0.0,446293.1690152476,0.0,9636.036645024195
07-15 9:00,1,-17309.16,-17309.16,5800.63,0.9510785914,0.9511618631,0.9511296369,0.0703,17309.16,0.0,459301.5190152476,0.0,8486.210387045603
07-15 10:00,1,-19611.32,-19611.32,7654.19,0.950656862,0.9507377604,0.9507066585,0.0703,19611.32,0.0,475745.2210152477,0.0,6854.397466938469
07-15 11:00,1,-19988.53,-19988.53,7837.45,0.9495285725,0.9496045579,0.9495744968,0.0703,19988.53,0.0,494375.9750152477,0.0,6625.203755546994
07-15 12:00,1,-21090.08,-21090.08,9003.85,0.9509911561,0.9510617289,0.9510331667,0.0703,21090.08,0.0,513365.0785152477,0.0,4957.25058877432
07-15 13:00,1,-19805.23,-19805.23,7978.98,0.9510675163,0.9511426273,0.9511106094,0.0703,19805.23,0.0,533400.6545152477,0.0,6480.47007999527
07-15 14:00,1,-17704.37,-17704.37,6300.36,0.9508254039,0.9509123811,0.9508743676,0.0703,17704.37,0.0,552215.6230152476,0.0,8118.638380990378
07-15 15:00,1,-14444.14,-14444.14,4162.64,0.9529355497,0.9530321032,0.9529898012,0.0703,14444.14,0.0,569034.7745152477,0.0,9420.643048173226
07-15 16:00,1,-10517.31,-10517.31,2258.057,0.9585850331,0.9586757993,0.9586350378,0.0703,10517.31,0.0,582756.7075152476,0.0,10111.31738933975
07-15 17:00,1,-6347.86,-6347.86,841.072,0.9687343512,0.9687978043,0.9687674101,0.0703,6347.86,0.0,592748.1520152476,0.0,10436.24123944495
07-15 18:00,0,0.0,1729.457,187.5436,1.007446145,1.007528709,1.007506225,0.0999,0.0,1729.457,598778.6190152476,0.0,10886.859702683332
07-15 19:00,0,0.0,1869.107,262.7565,1.011947811,1.011971835,1.011972335,0.0999,0.0,1869.107,596958.1379626159,0.0,10933.9722235057
07-15 20:00,0,0.0,1629.406,115.858104,1.009306642,1.009326586,1.00932821,0.0999,0.0,1629.406,594990.6569099844,0.0,10907.967926996831
07-15 21:00,0,0.0,1444.588,7.0168,1.007315117,1.007332521,1.007335352,0.0999,0.0,1444.588,593275.4926994581,0.0,10887.056540914182
07-15 22:00,0,0.0,1314.989,-67.7867,1.005997051,1.006014122,1.006017578,0.0481,0.0,12187.5908380815,591754.8737520897,-10872.6018380815,10872.6018380815
07-15 23:00,0,0.0,1080.023,-198.2811,1.003539329,1.003553569,1.003558232,0.0481,0.0,11924.460549407619,578925.8307646355,-10844.43754940762,10844.437549407625
07-16 0:00,0,0.0,704.884,-409.649,0.9994824167,0.9994911602,0.9994977386,0.0481,0.0,11499.516846051612,566373.767028417,-10794.632846051612,10794.632846051612
07-16 1:00,0,0.0,393.266,-580.884,0.9957650442,0.9957693327,0.9957769521,0.0481,0.0,11139.80380102759,554269.0124536258,-10746.53780102759,10746.53780102759
07-16 2:00,0,0.0,298.2444,-635.677,0.9945362874,0.9945394101,0.9945479871,0.0481,0.0,11028.37667929292,542542.9031893862,-10730.13227929292,10730.13227929292
07-16 3:00,0,0.0,183.4423,-698.203,0.9932444523,0.9932455349,0.9932555275,0.0481,0.0,10895.69578474433,530934.0856322357,-10712.25348474433,10712.25348474433
07-16 4:00,0,0.0,129.1627,-719.253,0.9929103247,0.9929099084,0.9929211917,0.0481,0.0,10836.399520353114,519464.9321746101,-10707.236820353113,10707.236820353113
07-16 5:00,0,0.0,529.964,-494.936,0.9951266836,0.9951807686,0.9951725247,0.0481,0.0,11273.896292229017,508058.1958373963,-10743.932292229018,10743.932292229018
07-16 6:00,1,-6260.12,-6260.12,473.617,0.96867756,0.9687527959,0.9687318531,0.0481,6260.12,0.0,496190.9365824184,0.0,10458.745985144702
07-16 7:00,1,-10228.24,-10228.24,2018.215,0.9611864819,0.9612652569,0.9612402337,0.0703,10228.24,0.0,502138.0505824184,0.0,10190.571818091943
07-16 8:00,1,-14187.41,-14187.41,3940.59,0.9550476108,0.9551160185,0.955091953,0.0703,14187.41,0.0,511854.8785824184,0.0,9540.365150183148
07-16 9:00,1,-17802.13,-17802.13,6018.4,0.9501182192,0.9501792157,0.9501558164,0.0703,17802.13,0.0,525332.9180824184,0.0,8320.375781928653
07-16 10:00,1,-20102.25,-20102.25,7907.84,0.9503054972,0.9503373486,0.9503247746,0.0703,20102.25,0.0,542244.9415824184,0.0,6554.192002427445
07-16 11:00,1,-21184.4,-21184.4,8988.91,0.9518243725,0.9518253301,0.9518235398,0.0703,21184.4,0.0,561342.0790824183,0.0,5002.815382372642
07-16 12:00,1,-21050.58,-21050.58,9024.13,0.952947291,0.9529375899,0.9529385475,0.0703,21050.58,0.0,581467.2590824184,0.0,4964.032550688147
07-16 13:00,1,-19848.53,-19848.53,8009.06,0.9524187657,0.9524198483,0.952415185,0.0703,19848.529999999995,0.0,601465.3100824184,-3.637978807091713e-12,6466.469507529881
07-16 14:00,1,-17516.44,-17516.44,6161.19,0.9517723277,0.9518006401,0.9517847768,0.0703,17516.44,0.0,620321.4135824183,0.0,8237.53693625054
07-16 15:00,1,-14276.86,-14276.86,4047.79,0.953869275,0.9539103279,0.9538890104,0.0703,14276.86,0.0,636962.0315824184,0.0,9481.532606222407
07-16 16:00,1,-9938.52,-9938.52,2013.791,0.9603168341,0.9603821191,0.9603513919,0.0703,9938.52,0.0,650525.0485824184,0.0,10181.86592667973
07-16 17:00,1,-5816.68,-5816.68,696.882,0.969731363,0.9698220458,0.9697824085,0.0703,5816.68,0.0,659966.6425824184,0.0,10457.659860698834
07-16 18:00,0,0.0,1704.429,172.2159,1.003376616,1.003511267,1.003466675,0.0999,0.0,1704.429,665492.4885824184,0.0,10843.1239718107
07-16 19:00,0,0.0,1885.14,272.6361,1.012384738,1.01240922,1.012410344,0.0999,0.0,1885.14,663698.3527929448,0.0,10938.454111666884
07-16 20:00,0,0.0,1718.328,170.18,1.010480731,1.01050309,1.010504797,0.0999,0.0,1718.3279999999997,661713.994898208,2.2737367544323206e-13,10919.94675913316
07-16 21:00,0,0.0,1623.5,112.256413,1.009429468,1.00945191,1.0094542,0.0999,0.0,1623.5,659905.2285824185,0.0,10909.333160714697
07-16 22:00,0,0.0,1548.826,66.82944,1.0086433,1.00866645,1.008669114,0.0481,0.0,12450.034954314622,658196.2812139975,-10901.208954314621,10901.208954314623
07-16 23:00,0,0.0,1332.195,-57.4344,1.006384514,1.006404791,1.00640883,0.0481,0.0,12209.044209639249,645090.9812620874,-10876.84920963925,10876.84920963925
07-17 0:00,0,0.0,963.456,-267.3574,1.002788136,1.00280504,1.002808995,0.0481,0.0,11798.289087523091,632239.3557782565,-10834.833087523091,10834.833087523093
07-17 1:00,0,0.0,633.404,-454.795,0.9989062183,0.9989176265,0.9989227061,0.0481,0.0,11419.995947970352,619820.1041071796,-10786.591947970352,10786.591947970352
07-17 2:00,0,0.0,592.044,-468.83,0.998430404,0.9984420204,0.998447891,0.0481,0.0,11372.887585153629,607799.055740895,-10780.843585153629,10780.843585153629
07-17 3:00,0,0.0,527.963,-506.136,0.9976474004,0.9976579343,0.9976648875,0.0481,0.0,11298.64753642128,595827.5951249438,-10770.68453642128,10770.68453642128
07-17 4:00,0,0.0,476.488,-536.026,0.9971581793,0.9971670894,0.9971754582,0.0481,0.0,11240.432325150023,583934.2819287109,-10763.944325150023,10763.944325150023
07-17 5:00,0,0.0,550.33,-493.124,0.9957773685,0.9958317865,0.9958227932,0.0481,0.0,11301.385610828638,572102.2479022371,-10751.055610828638,10751.055610828638
07-17 6:00,1,-4341.67,-4341.67,33.83674,0.9748332935,0.9749192715,0.974895206,0.0481,4341.67,0.0,560206.0525224175,0.0,10535.941015777524
07-17 7:00,1,-6045.63,-6045.63,711.168,0.9718707788,0.9719936878,0.9719549665,0.0703,6045.63,0.0,564330.6390224175,0.0,10479.87415877681
07-17 8:00,1,-13354.8,-13354.8,3527.36,0.9567856988,0.9568687623,0.9568391176,0.0703,13354.8,0.0,570073.9875224174,0.0,9720.736055690131
07-17 9:00,1,-17024.96,-17024.96,5581.27,0.9520485399,0.9521113683,0.9520868448,0.0703,17024.960000000006,0.0,582761.0475224175,7.275957614183426e-12,8644.543318704009
07-17 10:00,1,-19281.33,-19281.33,7365.16,0.9515171,0.9515750571,0.9515520741,0.0703,19281.33,0.0,598934.7595224174,0.0,7177.391640263604
07-17 11:00,1,-20503.03,-20503.03,8507.22,0.9531675862,0.9531693349,0.9531662955,0.0703,20503.03,0.0,617252.0230224174,0.0,5809.877130498391
07-17 12:00,1,-20628.83,-20628.83,8803.43,0.9566512151,0.9565766869,0.9566008357,0.0703,20628.83,0.0,636729.9015224174,0.0,5421.059215585569
07-17 13:00,1,-18968.57,-18968.57,7459.35,0.9554131735,0.955366916,0.9553785741,0.0703,18968.57,0.0,656327.2900224174,0.0,7139.759852450795
07-17 14:00,1,-16806.54,-16806.54,5779.23,0.9537322515,0.9537483645,0.9537358738,0.0703,16806.54,0.0,674347.4315224175,0.0,8535.45732786145
07-17 15:00,1,-5450.11,-5450.11,624.552,0.973052279,0.9731428369,0.9731060308,0.0703,5450.11,0.0,690313.6445224175,0.0,10498.184814159767
07-17 16:00,0,0.0,1191.818,-124.451327,0.9992940145,0.9994106365,0.999370791,0.0703,0.0,11991.467707397565,695491.2490224175,-10799.649707397566,10799.649707397566
07-17 17:00,0,0.0,864.7,-318.9064,0.9953346546,0.9954428245,0.9954032705,0.0703,0.0,11617.545998741263,682868.6514356832,-10752.845998741263,10752.845998741268
07-17 18:00,0,0.0,1223.294,-105.59191,0.9989792059,0.9990970354,0.999055233,0.0999,0.0,1223.294,670639.6556475344,0.0,10796.447954572695
07-17 19:00,0,0.0,1616.879,118.72879,1.010238077,1.010257896,1.010259228,0.0999,0.0,1616.879,669351.9777527975,0.0,10918.004600944369
07-17 20:00,0,0.0,1381.047,-24.3348,1.007556022,1.007572218,1.007574633,0.0999,0.0,1381.047,667649.9998580607,0.0,10889.635312478797
07-17 21:00,0,0.0,1215.16,-124.10075,1.005682118,1.005696857,1.005699896,0.0999,0.0,1215.16,666196.2661738502,0.0,10868.70087467886
07-17 22:00,0,0.0,1083.88,-199.1921,1.004237063,1.004251927,1.004255258,0.0481,0.0,11935.843232447838,664917.1503843765,-10851.963232447837,10851.963232447837
07-17 23:00,0,0.0,892.513,-309.3339,1.002029656,1.002042604,1.002046726,0.0481,0.0,11718.027923080579,652353.1048765366,-10825.514923080578,10825.514923080578
07-18 0:00,0,0.0,531.21,-507.584,0.9982028225,0.9982139809,0.9982159378,0.0481,0.0,11307.836053578536,640018.338641715,-10776.626053578537,10776.626053578537
07-18 1:00,0,0.0,215.5686,-683.135,0.994357295,0.9943637069,0.994366205,0.0481,0.0,10940.84554579788,628115.3533221587,-10725.27694579788,10725.27694579788
07-18 2:00,0,0.0,185.9849,-700.084,0.9939554675,0.9939623374,0.9939654185,0.0481,0.0,10905.816651336432,616598.6738002662,-10719.831751336433,10719.831751336433
07-18 3:00,0,0.0,133.3968,-720.133,0.9934637066,0.9934697022,0.9934741572,0.0481,0.0,10846.573434573187,605118.8667988594,-10713.176634573187,10713.176634573187
07-18 4:00,0,0.0,98.066,-740.293,0.9932536955,0.9932582754,0.9932644792,0.0481,0.0,10807.593220874323,593701.4210782561,-10709.527220874323,10709.527220874323
07-18 5:00,0,0.0,430.114,-552.857,0.9949617224,0.9950158074,0.9950046906,0.0481,0.0,11169.436311699741,582325.0071615463,-10739.322311699741,10739.322311699741
07-18 6:00,1,-5097.27,-5097.27,165.7697,0.9728063361,0.9728865683,0.9728621697,0.0481,5097.27,0.0,570567.7057808097,0.0,10512.78112037358
07-18 7:00,1,-9501.84,-9501.84,1722.13,0.9634067128,0.9634930239,0.9634631294,0.0703,9501.84,0.0,575410.1122808098,0.0,10269.097328662385
07-18 8:00,1,-12978.94,-12978.94,3270.49,0.9574628224,0.9575339781,0.9575068315,0.0703,12978.94,0.0,584436.8602808098,0.0,9817.855363668335
07-18 9:00,1,-16558.72,-16558.72,5117.38,0.95242422,0.9524452877,0.9524342126,0.0703,16558.72,0.0,596766.8532808098,0.0,8931.668505126612
07-18 10:00,1,-16985.24,-16985.24,5421.74,0.9522581347,0.9522630061,0.9522572187,0.0703,16985.24,0.0,612497.6372808097,0.0,8748.134624439337
07-18 11:00,1,-19409.24,-19409.24,7382.82,0.9514701348,0.9514888709,0.9514770464,0.0703,19409.24,0.0,628633.6152808097,0.0,7158.495748631153
07-18 12:00,1,-13414.28,-13414.28,3398.72,0.955838775,0.955900854,0.9558734576,0.0703,13414.28,0.0,647072.3932808097,0.0,9755.619898707486
07-18 13:00,1,-18121.84,-18121.84,6567.57,0.9527066359,0.9527292858,0.9527131311,0.0703,18121.839999999997,0.0,659815.9592808097,-3.637978807091713e-12,7930.457396375222
07-18 14:00,1,-7802.95,-7802.95,1130.043,0.9675577225,0.9675978178,0.9675782073,0.0703,7802.95,0.0,677031.7072808098,0.0,10396.124369389245
07-18 15:00,0,0.0,1084.319,-185.3375,1.003595205,1.003641504,1.003629929,0.0703,0.0,11929.589480724326,684444.5097808097,-10845.270480724326,10845.270480724326
07-18 16:00,0,0.0,1103.254,-174.0501,1.000768381,1.000853068,1.000823923,0.0703,0.0,11918.15524791781,671887.047169521,-10814.901247917809,10814.90124791781
07-18 17:00,0,0.0,964.256,-256.6888,0.9988941023,0.9989751673,0.9989457307,0.0703,0.0,11757.248527999061,659341.6205927653,-10792.992527999062,10792.992527999062
07-18 18:00,0,0.0,1220.249,-104.1052,1.005744322,1.005775257,1.005769137,0.0999,0.0,1220.249,646965.569510661,0.0,10869.583123589275
07-18 19:00,0,0.0,1547.161,79.6147,1.009862231,1.009883132,1.009882424,0.0999,0.0,1547.161,645681.096879082,0.0,10914.297630527873
07-18 20:00,0,0.0,1383.389,-19.5774,1.007914756,1.007933867,1.007933784,0.0999,0.0,1383.3890000000001,644052.5063527663,-2.2737367544323206e-13,10893.5221068001
07-18 21:00,0,0.0,1227.323,-113.45535,1.00614057,1.006158557,1.006159139,0.0999,0.0,1227.323,642596.3074053979,0.0,10873.772429459064
07-18 22:00,0,0.0,1143.335,-163.7194,1.00517237,1.005191273,1.005191856,0.0481,0.0,12006.001299929903,641304.3884580295,-10862.666299929904,10862.666299929902
07-18 23:00,0,0.0,971.937,-262.3314,1.003261951,1.00327973,1.003280854,0.0481,0.0,11812.0154324744,628666.4923528401,-10840.0784324744,10840.078432474422
07-19 0:00,0,0.0,649.49,-445.4,0.9995315469,0.9995461195,0.9995462444,0.0481,0.0,11443.238275636772,616232.7918976039,-10793.748275636772,10793.748275636772
07-19 1:00,0,0.0,352.1199,-607.96,0.9959797186,0.9959900027,0.9959906272,0.0481,0.0,11099.483855408896,604187.2779232494,-10747.363955408897,10747.363955408897
07-19 2:00,0,0.0,295.0344,-640.849,0.9952421814,0.9952524238,0.995253548,0.0481,0.0,11032.501913640865,592503.6107070295,-10737.467513640864,10737.467513640864
07-19 3:00,0,0.0,298.6782,-638.752,0.9953113385,0.9953218724,0.9953239958,0.0481,0.0,11037.019435311955,580890.4507979339,-10738.341235311955,10738.341235311955
07-19 4:00,0,0.0,335.0094,-617.827,0.9958935324,0.9959043161,0.995907647,0.0481,0.0,11080.877613610388,569272.5356028687,-10745.868213610387,10745.868213610387
07-19 5:00,0,0.0,398.601,-581.121,0.9949957389,0.995042371,0.9950326699,0.0481,0.0,11136.799181303328,557608.4539043314,-10738.198181303327,10738.198181303327
07-19 6:00,0,0.0,656.748,-431.057,0.9952443881,0.9953627172,0.9953276598,0.0481,0.0,11404.705899032348,545885.5073976964,-10747.957899032348,10747.957899032348
07-19 7:00,1,-8226.0,-8226.0,1328.634,0.9663716424,0.9664797707,0.9664411743,0.0703,8226.0,0.0,533880.5538197675,0.0,10359.69044650529
07-19 8:00,1,-6003.38,-6003.38,842.066,0.9732924761,0.9734486105,0.9733937345,0.0703,6003.38,0.0,541695.2538197675,0.0,10485.584636643141
07-19 9:00,1,-16095.45,-16095.45,4896.96,0.9523232947,0.9523980311,0.9523656384,0.0703,16095.45,0.0,547398.4648197675,0.0,9053.154551922702
07-19 10:00,1,-18410.21,-18410.21,6629.8,0.9515416235,0.9516055346,0.9515767642,0.0703,18410.21,0.0,562689.1423197675,0.0,7862.04401902306
07-19 11:00,1,-19905.47,-19905.47,8016.13,0.9524520744,0.9525242709,0.9524922113,0.0703,19905.47,0.0,580178.8418197675,0.0,6458.338653638626
07-19 12:00,1,-19946.83,-19946.83,8208.96,0.9533685624,0.9534286013,0.9533997893,0.0703,19946.83,0.0,599089.0383197675,0.0,6227.799491740766
07-19 13:00,1,-18841.6,-18841.6,7294.69,0.9541969074,0.9541951171,0.9541867899,0.0703,18841.6,0.0,618038.5268197674,0.0,7289.8787148553665
07-19 14:00,1,-17232.4,-17232.4,5522.78,0.9515805531,0.9515297157,0.951536544,0.0703,17232.4,0.0,635938.0468197674,0.0,8675.381151736248
07-19 15:00,1,-5004.46,-5004.46,12.66081,0.972232053,0.9722563267,0.9722402969,0.0703,5004.46,0.0,652308.8268197675,0.0,10507.873522842483
07-19 16:00,0,0.0,678.786,-411.424,0.9987834342,0.9988195741,0.9988070418,0.0703,0.0,11465.791250021059,657063.0638197674,-10787.005250021059,10787.005250021059
07-19 17:00,0,0.0,516.993,-505.785,0.9973370469,0.9973602381,0.9973514945,0.0703,0.0,11284.33602764004,644993.8098723768,-10767.34302764004,10767.34302764004
07-19 18:00,0,0.0,785.221,-352.2661,0.9988866078,0.998934614,0.998917002,0.0999,0.0,785.221,633115.5614222296,0.0,10790.214848653653
07-19 19:00,0,0.0,1224.333,-101.65745,1.00651829,1.006532446,1.006531905,0.0999,0.0,1224.3330000000003,632289.013001177,-2.2737367544323206e-13,10877.971701081948
07-19 20:00,0,0.0,1134.43,-155.4551,1.005323716,1.005338247,1.005337748,0.0999,0.0,1134.43,631000.2414222297,0.0,10864.423627574077
07-19 21:00,0,0.0,1071.741,-192.8389,1.004539505,1.004555327,1.004554911,0.0999,0.0,1071.741,629806.1045801244,0.0,10855.347295765581
07-19 22:00,0,0.0,975.892,-249.7901,1.003437488,1.003453976,1.003453643,0.0481,0.0,11818.16438176102,628677.9561590718,-10842.27238176102,10842.27238176102
07-19 23:00,0,0.0,802.034,-352.5015,1.001426394,1.001441882,1.001441799,0.0481,0.0,11619.705769557844,616237.7831256391,-10817.671769557845,10817.671769557845
07-20 0:00,0,0.0,502.638,-524.193,0.9976058479,0.9976162152,0.9976172144,0.0481,0.0,11272.00920006057,604006.5138945256,-10769.371200060568,10769.371200060568
07-20 1:00,0,0.0,251.2528,-662.662,0.9945302502,0.9945371202,0.9945387439,0.0481,0.0,10979.68699699526,592141.2410523565,-10728.43419699526,10728.43419699526
07-20 2:00,0,0.0,205.708,-688.786,0.9939298615,0.9939368563,0.9939391046,0.0481,0.0,10925.994295123057,580583.6757923615,-10720.286295123056,10720.286295123056
07-20 3:00,0,0.0,203.8947,-689.825,0.9939474318,0.9939546764,0.9939580073,0.0481,0.0,10924.304480571589,569082.6291659161,-10720.409780571588,10720.409780571588
07-20 4:00,0,0.0,206.2317,-688.486,0.9941682266,0.99417493,0.9941796349,0.0481,0.0,10929.118821598693,557583.3612916302,-10722.887121598693,10722.887121598693
07-20 5:00,0,0.0,247.6327,-664.739,0.9930922733,0.9931352832,0.9931265396,0.0481,0.0,10960.366906863643,546079.0256899473,-10712.734206863643,10712.734206863643
07-20 6:00,0,0.0,325.2655,-620.094,0.9926752904,0.9927597696,0.9927363702,0.0481,0.0,11036.162330932348,534541.797366933,-10710.896830932348,10710.896830932337
07-20 7:00,0,0.0,915.872,-282.0176,0.997507046,0.9976453603,0.9976035995,0.0703,0.0,11693.235971294285,522924.78438700415,-10777.363971294286,10777.36397129429
07-20 8:00,1,-6648.39,-6648.39,598.623,0.9684910314,0.9686102764,0.968567683,0.0703,6648.39,0.0,510616.11494353646,0.0,10450.316852674337
07-20 9:00,1,-7686.02,-7686.02,627.361,0.9640748848,0.9641796405,0.964140253,0.0703,7686.02,0.0,516932.08544353646,0.0,10400.814958724965
07-20 10:00,1,-11847.22,-11847.22,2181.906,0.9553094586,0.9553788239,0.9553489294,0.0703,11847.22,0.0,524233.80444353644,0.0,10091.805357788997
07-20 11:00,1,-18975.65,-18975.65,6673.71,0.9485990524,0.9486292384,0.948611335,0.0703,18975.65,0.0,535488.6634435365,0.0,7782.958546503527
07-20 12:00,1,-20152.21,-20152.21,7790.73,0.9497554045,0.9497690194,0.9497564454,0.0703,20152.21,0.0,553515.5309435364,0.0,6683.846083934904
07-20 13:00,1,-19301.81,-19301.81,7051.13,0.9503714067,0.9503263151,0.9503328936,0.0703,19301.810000000005,0.0,572660.1304435364,3.637978807091713e-12,7468.437182201012
07-20 14:00,1,-17459.14,-17459.14,5659.98,0.9504919841,0.9504519304,0.950455178,0.0703,17459.14,0.0,590996.8499435365,0.0,8572.543709010093
07-20 15:00,1,-14802.23,-14802.23,3861.32,0.9505866224,0.9505966566,0.9505806268,0.0703,14802.23,0.0,607583.0329435364,0.0,9520.644203976157
07-20 16:00,1,-7510.92,-7510.92,719.396,0.9631727194,0.9632316758,0.9631995329,0.0703,7510.92,0.0,621645.1514435364,0.0,10385.080696108294
07-20 17:00,0,0.0,721.974,-389.409,0.9924798102,0.9926113378,0.9925596261,0.0703,0.0,11441.622218136747,628780.5254435363,-10719.648218136746,10719.648218136746
07-20 18:00,0,0.0,882.495,-298.1929,0.9933058236,0.9934489676,0.9933926343,0.0999,0.0,882.495,616736.7125823398,0.0,10731.50430421363
07-20 19:00,0,0.0,1139.865,-155.4923,1.005152801,1.005163085,1.00516371,0.0999,0.0,1139.865,615807.7704770766,0.0,10862.57565720189
07-20 20:00,0,0.0,955.494,-265.1822,1.002935277,1.00294377,1.002944811,0.0999,0.0,955.4939999999999,614607.9125823398,1.1368683772161603e-13,10836.477319349764
07-20 21:00,0,0.0,767.303,-376.239,1.000753142,1.000760345,1.000761636,0.0999,0.0,767.303,613602.1294244451,0.0,10809.591283920317
07-20 22:00,0,0.0,636.588,-452.846,0.9992160722,0.9992236083,0.999224899,0.0481,0.0,11426.61379626745,612794.4420560241,-10790.02579626745,10790.02579626745
07-20 23:00,0,0.0,448.331,-555.693,0.997046054,0.9970527574,0.9970540898,0.0481,0.0,11210.064464823863,600766.4275336373,-10761.733464823863,10761.733464823863
07-21 0:00,0,0.0,218.5164,-681.444,0.9938388872,0.9938400113,0.9938443831,0.0481,0.0,10938.286664968027,588966.3596759279,-10719.770264968027,10719.770264968027
07-21 1:00,0,0.0,77.2813,-752.139,0.992120368,0.9921205762,0.9921253643,0.0481,0.0,10773.70387552342,577452.3737128037,-10696.42257552342,10696.42257552342
07-21 2:00,0,0.0,92.1476,-743.668,0.9922448592,0.9922461082,0.9922517291,0.0481,0.0,10790.511206790661,566111.6327912001,-10698.363606790661,10698.363606790661
07-21 3:00,0,0.0,161.4482,-704.104,0.9931142154,0.9931170467,0.9931237917,0.0481,0.0,10871.904799234699,554753.1999419468,-10710.456599234698,10710.4565992347
07-21 4:00,0,0.0,216.2989,-672.702,0.9939665426,0.9939699151,0.9939776178,0.0481,0.0,10938.003718014597,543309.0896269629,-10721.704818014598,10721.704818014598
07-21 5:00,0,0.0,214.1398,-673.94,0.9917608426,0.9918138033,0.9918026866,0.0481,0.0,10911.880518119628,531795.401502737,-10697.740718119627,10697.740718119627
07-21 6:00,1,-5496.15,-5496.15,-211.4837,0.9665840685,0.9666596375,0.9666354887,0.0481,5496.15,0.0,520309.21148366365,0.0,10444.696914234184
07-21 7:00,1,-10308.52,-10308.52,1310.338,0.9552440903,0.9553246973,0.9552942199,0.0703,10308.52,0.0,525530.5539836637,0.0,10240.784871768248
07-21 8:00,1,-14184.96,-14184.96,3163.801,0.949473863,0.9495520135,0.9495192877,0.0703,14184.96,0.0,535323.6479836637,0.0,9762.027169079338
07-21 9:00,1,-17514.57,-17514.57,5106.13,0.9454861491,0.9455504765,0.9455212897,0.0703,17514.570000000003,0.0,548799.3599836637,3.637978807091713e-12,8851.640802573838
07-21 10:00,1,-20380.01,-20380.01,7501.0,0.9455498519,0.9456136797,0.945585742,0.0703,20380.01,0.0,565438.2014836636,0.0,6940.690113057243
07-21 11:00,1,-21551.06,-21551.06,8701.12,0.9466085263,0.9466746024,0.9466461235,0.0703,21551.06,0.0,584799.2109836637,0.0,5381.699361098218
07-21 12:00,1,-21270.59,-21270.59,8532.09,0.9469340353,0.9470066898,0.9469745886,0.0703,21270.59,0.0,605272.7179836637,0.0,5652.222291986996
07-21 13:00,1,-20459.87,-20459.87,7854.94,0.9468538031,0.9469180472,0.9468870701,0.0703,20459.87,0.0,625479.7784836637,0.0,6559.447030258048
07-21 14:00,1,-17575.4,-17575.4,5492.76,0.9463555054,0.9464268692,0.9463913955,0.0703,17575.4,0.0,644916.6549836637,0.0,8628.198899775618
07-21 15:00,1,-14956.17,-14956.17,3784.07,0.9480568289,0.9481530077,0.9481074581,0.0703,14956.17,0.0,661613.2849836637,0.0,9522.265041561532
07-21 16:00,1,-10956.3,-10956.3,1799.085,0.9530793599,0.9531935254,0.9531409809,0.0703,10956.3,0.0,675821.6464836637,0.0,10142.553883229548
07-21 17:00,1,-6655.32,-6655.32,323.9852,0.9616316939,0.9617637211,0.9617049729,0.0703,6655.32,0.0,686230.1314836637,0.0,10388.261564056122
07-21 18:00,0,0.0,774.791,-358.4085,0.9904774179,0.990640214,0.9905774272,0.0999,0.0,774.791,692552.6854836637,0.0,10699.075517301628
