Time_stamp,Irradiance,P1 (kW),Q1 (kvar),P2 (kW),Q2 (kvar),P3 (kW),Q3 (kvar)
06-26 9:00,686,-3441.11,509.226,-3499.45,467.059,-3500.22,529.896
06-26 10:00,750,-5637.17,1668.01,-5645.18,1560.68,-5662.1,1762.34
06-26 11:00,793,-6369.99,2237.42,-6363.52,2089.34,-6355.93,2348.53
06-26 12:00,864,-3358.22,510.75,-3424.25,466.236,-3416.75,526.087
06-26 13:00,812,-6180.94,2149.3,-6204.1,2017.17,-6186.98,2256.51
06-26 14:00,698,-5619.92,1760.65,-5671.57,1659.88,-5661.35,1854.59
06-26 15:00,691,-1920.09,116.577,-2018.53,83.6895,-1982.53,103.958
06-26 16:00,732,298.63,-103.786,198.688,-141.59,242.953,-133.298
06-26 17:00,693,195.115,-162.983,130.237,-184.621,158.86,-180.52
06-26 18:00,610,303.309,-101.089,201.784,-139.635,246.757,-131.151
06-26 19:00,0,483.844,0.867117,321.08,-67.0371,393.526,-50.9954
06-26 20:00,0,442.334,-23.5954,293.621,-84.6225,359.738,-70.351
06-26 21:00,0,387.473,-55.6991,257.425,-107.706,315.175,-95.7633
06-26 22:00,0,346.219,-79.6893,230.132,-125.039,281.621,-114.816
06-26 23:00,0,272.921,-121.969,181.681,-155.66,222.047,-148.461
06-27 0:00,0,139.943,-194.163,94.061,-210.587,114.333,-208.744
06-27 1:00,0,37.7363,-247.937,26.3295,-249.247,31.2641,-251.326
06-27 2:00,0,29.8006,-252.339,21.0715,-252.492,24.818,-254.874
06-27 3:00,0,28.8977,-252.839,20.4733,-252.861,24.0846,-255.277
06-27 4:00,0,28.2563,-253.195,20.0484,-253.123,23.5637,-255.564
06-27 5:00,233,34.7408,-249.599,24.3447,-250.472,28.8308,-252.665
06-27 6:00,564,71.5708,-229.112,48.7472,-235.386,58.7526,-236.166
06-27 7:00,715,-2465.12,205.874,-2543.64,172.813,-2530.59,203.235
06-27 8:00,811,-2093.46,152.534,-2197.48,117.802,-2170.64,141.009
06-27 9:00,872,-3344.66,424.573,-3371.98,383.264,-3385.62,441.087
06-27 10:00,904,-3269.69,415.989,-3308.45,375.373,-3316.19,430.579
06-27 11:00,926,-4968.88,1240.08,-4974.85,1148.78,-4992.47,1298.33
06-27 12:00,932,-6596.76,2472.23,-6598.21,2311.16,-6571.83,2587.05
06-27 13:00,922,-5833.5,1915.96,-5884.66,1810.39,-5880.88,2029.97
06-27 14:00,902,-6057.12,2149.01,-6125.28,2036.07,-6099.71,2269.18
06-27 15:00,874,-4638.52,1228.22,-4739.85,1157.39,-4722.12,1286.86
06-27 16:00,737,-3534.8,713.199,-3674.95,663.584,-3637.69,733.102
06-27 17:00,655,-2006.3,202.444,-2146.52,160.841,-2098.17,184.699
06-27 18:00,622,511.616,13.985,338.953,-55.5065,416.25,-41.2409
06-27 19:00,0,580.696,51.6614,384.596,-29.4641,472.562,-12.2025
06-27 20:00,0,485.625,-4.8994,321.826,-69.8861,395.123,-56.8549
06-27 21:00,0,441.065,-27.7589,292.923,-88.4257,359.357,-77.3678
06-27 22:00,0,394.171,-55.2103,261.996,-108.166,320.798,-95.974
06-27 23:00,0,327.098,-90.7593,218.037,-136.104,266.607,-126.742
06-28 0:00,0,221.943,-147.717,148.38,-176.632,181.022,-171.523
06-28 1:00,0,107.638,-212.347,72.5778,-223.974,87.8146,-220.056
06-28 2:00,0,48.0142,-242.261,33.0679,-245.109,39.4313,-243.444
06-28 3:00,0,29.8649,-252.338,21.0429,-252.534,24.7074,-251.548
06-28 4:00,0,28.7858,-252.936,20.328,-252.975,23.832,-252.029
06-28 5:00,182,34.7261,-249.641,24.2638,-250.546,28.6509,-249.379
06-28 6:00,454,76.6777,-226.295,52.0594,-233.359,62.6902,-230.616
06-28 7:00,581,231.244,-139.059,154.517,-169.439,188.562,-163.917
06-28 8:00,640,-1530.26,-12.5388,-1608.94,-39.4853,-1578.07,-25.292
06-28 9:00,692,-3900.85,600.694,-3900.55,550.325,-3930.67,632.998
06-28 10:00,7.15E+02,-1.80E+03,-1.78E+01,-1.84E+03,-3.63E+01,-1832.87,-2.28E+01
06-28 11:00,7.22E+02,-1.65E+03,-6.47E+01,-1.67E+03,-7.93E+01,-1.67E+03,-6.94E+01
06-28 12:00,7.45E+02,-1.72E+03,-6.51E+01,-1.74E+03,-7.83E+01,-1.74E+03,-6.78E+01
06-28 13:00,5.99E+02,-2.74E+03,1.69E+02,-2.75E+03,1.43E+02,-2.76E+03,1.77E+02
06-28 14:00,3.63E+02,1.19E+02,-1.99E+02,7.98E+01,-2.13E+02,9.69E+01,-2.12E+02
06-28 15:00,2.70E+02,1.08E+02,-2.05E+02,7.30E+01,-2.17E+02,8.84E+01,-2.16E+02
06-28 16:00,2.99E+02,1.15E+02,-2.02E+02,7.74E+01,-2.14E+02,9.39E+01,-2.13E+02
06-28 17:00,4.35E+02,5.84E+01,-2.33E+02,4.00E+01,-2.37E+02,4.80E+01,-2.39E+02
06-28 18:00,4.97E+02,2.18E+02,-1.47E+02,1.46E+02,-1.75E+02,1.78E+02,-1.70E+02
06-28 19:00,0,422.16,-35.435,280.231,-93.1743,343.24,-79.7735
06-28 20:00,0,375.209,-62.8443,249.315,-112.863,305.2,-101.435
06-28 21:00,0,335.243,-86.0483,222.876,-129.638,272.697,-119.87
06-28 22:00,0,308.547,-101.472,205.237,-140.797,250.998,-132.138
06-28 23:00,0,248.358,-136.041,165.469,-165.862,202.129,-159.659
06-29 0:00,0,113.188,-209.233,76.2593,-221.687,92.3233,-217.558
06-29 1:00,0,33.5723,-250.281,23.4994,-251.018,27.7149,-249.894
06-29 2:00,0,29.5138,-252.532,20.8104,-252.677,24.4226,-251.704
06-29 3:00,0,28.7632,-252.948,20.3131,-252.984,23.8137,-252.039
06-29 4:00,0,28.2855,-253.213,19.9965,-253.179,23.4262,-252.252
06-29 5:00,203,35.3254,-249.309,24.6609,-250.301,29.137,-249.111
06-29 6:00,509,143.599,-188.768,96.3826,-205.822,116.997,-200.526
06-29 7:00,673,374.547,-59.8668,249.436,-112.822,305.221,-101.443
06-29 8:00,770,-1846.08,128.866,-1969.15,90.9323,-1921.14,111.403
06-29 9:00,829,-2164.7,111.701,-2224.84,84.3169,-2207.9,106.704
06-29 10:00,7.80E+02,-2.04E+03,9.96E+01,-2.11E+03,7.14E+01,-2.09E+03,9.20E+01
06-29 11:00,6.57E+02,-3.02E+03,3.89E+02,-3.09E+03,3.49E+02,-3.07E+03,3.95E+02
06-29 12:00,6.74E+02,-6.99E+03,2.84E+03,-7.00E+03,2.67E+03,-6.96E+03,2.98E+03
06-29 13:00,7.73E+02,-6.02E+03,2.06E+03,-6.08E+03,1.94E+03,-6.07E+03,2.17E+03
06-29 14:00,6.64E+02,-4.19E+03,9.67E+02,-4.29E+03,9.06E+02,-4.27E+03,1.00E+03
06-29 15:00,4.46E+02,-3.98E+03,8.82E+02,-4.10E+03,8.25E+02,-4.07E+03,9.14E+02
06-29 16:00,4.17E+02,-1.96E+03,1.35E+02,-2.07E+03,9.96E+01,-2.03E+03,1.21E+02
06-29 17:00,3.28E+02,-1.50E+03,1.40E+01,-1.59E+03,-1.48E+01,-1.55E+03,-1.78E+00
06-29 18:00,156,478.106,-2.52237,317.287,-69.4699,388.855,-53.6753
06-29 19:00,0,493.056,6.31358,327.179,-63.1229,401.029,-46.6876
06-29 20:00,0,352.695,-75.9296,234.43,-122.314,286.892,-111.827
06-29 21:00,0,291.56,-111.258,194.005,-147.889,237.193,-139.928
06-29 22:00,0,265.266,-126.362,176.615,-158.85,215.828,-151.96
06-29 23:00,0,202.774,-158.626,135.622,-184.629,165.353,-180.293
06-30 0:00,0,98.2089,-214.216,66.5404,-227.764,80.3087,-224.238
06-30 1:00,0,32.3776,-247.552,22.8525,-251.458,26.8205,-250.411
06-30 2:00,0,30.7466,-248.456,21.7704,-252.126,25.4958,-251.14
06-30 3:00,0,29.0143,-249.416,20.6211,-252.835,24.0888,-251.914
06-30 4:00,0,28.4841,-249.71,20.2694,-253.052,23.6581,-252.151
06-30 5:00,84,34.0257,-246.639,23.9459,-250.784,28.1593,-249.675
06-30 6:00,242,-1857.22,-54.0275,-1866.26,-66.6541,-1869,-52.9072
06-30 7:00,430,-3676.73,625.485,-3752.42,578.816,-3742.56,650.015
06-30 8:00,588,-5156.56,1419.43,-5216.49,1335.52,-5203.83,1488.39
06-30 9:00,667,-6208.99,2060.8,-6189.68,1920.18,-6199.04,2168.83
06-30 10:00,720,-7102.58,2849.94,-7059.96,2649.61,-7043.69,2991.79
06-30 11:00,780,-7460.6,3221.81,-7398.37,2984.96,-7386.78,3398.36
06-30 12:00,778,-7417.43,3213.12,-7367.41,2982.79,-7350.81,3388.81
06-30 13:00,747,-6893.32,2733.8,-6874.5,2553.03,-6879.24,2900.4
06-30 14:00,690,-6223.75,2190.39,-6240.86,2058.25,-6264.18,2338.51
06-30 15:00,535,-5130.99,1438.37,-5185.45,1350.85,-5198.94,1522.4
06-30 16:00,342,-3756.25,741.52,-3849.63,689.017,-3836.17,769.257
06-30 17:00,271,-2426.51,229.342,-2521.25,194.205,-2500.09,224.929
06-30 18:00,278,349.749,-74.2286,232.607,-123.443,284.244,-109.92
06-30 19:00,0,444.275,-22.4493,295.106,-87.012,361.068,-69.5703
06-30 20:00,0,378.432,-60.9526,251.722,-114.687,307.726,-99.9767
06-30 21:00,0,320.612,-94.4892,213.458,-138.966,260.711,-126.625
06-30 22:00,0,277.152,-119.524,184.689,-157.142,225.39,-146.552
06-30 23:00,0,201.116,-159.568,134.524,-185.316,164.005,-181.047
07-01 0:00,0,93.3179,-216.952,63.2955,-229.778,76.3341,-226.438
07-01 1:00,0,29.7273,-249.021,21.0942,-252.544,24.6679,-251.595
07-01 2:00,0,28.3291,-249.796,20.1665,-253.116,23.5322,-252.22
07-01 3:00,0,28.0777,-249.935,19.9997,-253.219,23.328,-252.332
07-01 4:00,0,32.4729,-247.5,22.9157,-251.419,26.898,-250.369
07-01 5:00,32,42.1785,-242.115,29.3549,-247.444,34.7817,-246.031
07-01 6:00,151,63.5243,-230.247,43.5167,-238.688,52.1231,-236.474
07-01 7:00,271,-3422.71,447.733,-3450.22,407.22,-3455.33,466.302
07-01 8:00,368,-2023.09,80.2909,-2090.08,53.3038,-2072.72,73.5272
07-01 9:00,441,-3549.92,447.48,-3536.81,403.215,-3571.13,469.887
07-01 10:00,447,-2791,209.623,-2801.16,181.009,-2823.52,218.721
07-01 11:00,399,-5724.01,1642.8,-5677.32,1518.01,-5707.36,1726.01
07-01 12:00,308,-3853.75,629.53,-3854.4,575.354,-3891.31,662.68
07-01 13:00,212,-3672.03,570.671,-3697.67,524.315,-3713.75,598.617
07-01 14:00,212,-4581.94,1004.51,-4592.17,931.892,-4604.98,1051.96
07-01 15:00,224,-2723.13,239.155,-2766.01,207.587,-2771.56,244.622
07-01 16:00,237,209.676,-151.351,140.107,-178.478,170.866,-173.831
07-01 17:00,214,128.306,-197.348,86.2875,-212.085,104.803,-210.66
07-01 18:00,106,191.978,-161.397,128.453,-185.776,156.553,-181.834
07-01 19:00,0,336.047,-82.178,223.392,-125.966,273.323,-116.131
07-01 20:00,0,302.358,-101.641,201.111,-140.06,245.939,-131.613
07-01 21:00,0,237.2,-139.019,158.067,-167.172,193.039,-161.382
07-01 22:00,0,195.822,-162.583,130.699,-184.332,159.432,-180.201
07-01 23:00,0,149.896,-188.578,100.328,-203.301,122.149,-200.993
07-02 0:00,0,80.7029,-224.018,54.7775,-231.651,66.1471,-232.079
07-02 1:00,0,33.2743,-250.414,23.3638,-251.078,27.6286,-253.327
07-02 2:00,0,45.1109,-243.842,31.2035,-246.237,37.2397,-248.034
07-02 3:00,0,54.0748,-238.859,37.14,-242.568,44.5187,-244.022
07-02 4:00,0,59.2763,-235.964,40.5848,-240.438,48.7428,-241.692
07-02 5:00,8,62.4284,-234.209,42.6724,-239.146,51.3028,-240.279
07-02 6:00,23,87.1362,-220.424,59.0362,-229.011,71.3713,-229.19
07-02 7:00,82,162.591,-178.03,108.99,-197.938,132.663,-195.162
07-02 8:00,224,169.454,-174.151,113.535,-195.1,138.242,-192.054
07-02 9:00,373,-2635.98,108.587,-2628.9,87.1419,-2653.28,117.827
07-02 10:00,447,-2983.9,211.294,-2963.39,182.783,-3001.98,225.012
07-02 11:00,419,-3799.75,526.767,-3762.93,475.277,-3808.36,554.752
07-02 12:00,372,-3756.39,533.896,-3734.23,483.248,-3771.95,560.655
07-02 13:00,253,-2262.37,57.4178,-2283.02,36.9162,-2292.32,59.6542
07-02 14:00,162,-2059.95,4.62887,-2081.6,-13.6519,-2089.59,4.06815
07-02 15:00,96,-2958.16,246.915,-2974.02,216.766,-2987.1,258.575
07-02 16:00,21,-2242.15,79.5041,-2274.09,56.8217,-2274.54,79.4405
07-02 17:00,39,-1815.16,-37.3299,-1836.29,-52.3502,-1833.13,-38.1489
07-02 18:00,21,161.847,-178.421,108.362,-198.289,131.735,-192.266
07-02 19:00,0,292.406,-107.354,194.766,-147.398,237.761,-136.201
07-02 20:00,0,263.237,-124.107,175.46,-159.574,214.061,-149.547
07-02 21:00,0,235.331,-140.066,157.028,-171.17,191.431,-162.257
07-02 22:00,0,209.158,-154.982,139.702,-182.044,170.172,-174.166
07-02 23:00,0,167.119,-178.827,111.877,-199.457,136.039,-193.226
07-03 0:00,0,80.9681,-223.845,55.0664,-234.854,66.2752,-231.973
07-03 1:00,0,30.5436,-251.927,21.5557,-252.193,25.4118,-254.547
07-03 2:00,0,32.0724,-251.08,22.5684,-251.569,26.653,-253.864
07-03 3:00,0,38.8031,-247.345,27.0259,-248.817,32.1178,-250.856
07-03 4:00,0,40.8462,-246.211,28.379,-247.982,33.7768,-249.942
07-03 5:00,21,31.4378,-251.432,22.1481,-251.828,26.1377,-254.147
07-03 6:00,33,60.5172,-235.273,41.4067,-239.929,49.7506,-241.136
07-03 7:00,75,-2523.56,164.549,-2565.91,136.481,-2561.68,166.301
07-03 8:00,192,-2492.77,203.016,-2563.52,171.025,-2544.91,201.634
07-03 9:00,290,-2320.86,84.3889,-2347.87,61.6848,-2351,85.4639
07-03 10:00,204,-2767.6,221.089,-2794.89,191.116,-2798.18,227.495
07-03 11:00,81,-2321.62,141.061,-2378.54,113.071,-2366.76,139.137
07-03 12:00,126,-5648.08,1722.5,-5673.11,1613.11,-5663.47,1803.49
07-03 13:00,93,-4955.39,1335.82,-5029.54,1261.46,-5026.4,1410.67
07-03 14:00,118,-4876.28,1313.92,-4963.64,1243.09,-4954.38,1386.38
07-03 15:00,281,-4049.4,913.744,-4157.39,855.456,-4132.06,948.399
07-03 16:00,426,-3547.19,730.883,-3694.18,680.901,-3653.1,750.813
07-03 17:00,461,-1953.74,195.78,-2105.85,152.79,-2046.22,177.157
07-03 18:00,367,535.082,27.7934,354.985,-48.6245,435.285,-30.4034
07-03 19:00,0,625.843,78.7728,414.301,-10.2312,508.556,12.0143
07-03 20:00,0,535.452,24.6422,354.635,-48.8133,435.001,-30.5518
07-03 21:00,0,461.61,-19.0842,305.889,-80.1138,374.95,-65.0452
07-03 22:00,0,396.658,-53.759,263.645,-107.116,322.825,-94.8204
07-03 23:00,0,343.264,-84.8195,228.301,-129.566,279.372,-119.496
07-04 0:00,0,198.278,-161.175,132.716,-186.448,161.78,-182.292
07-04 1:00,0,53.0311,-239.438,36.4635,-242.986,43.6892,-244.479
07-04 2:00,0,34.3779,-249.8,24.1042,-250.621,28.536,-252.828
07-04 3:00,0,27.6383,-253.537,19.6388,-253.376,23.0617,-255.84
07-04 4:00,0,27.1504,-253.808,19.3156,-253.575,22.6654,-256.058
07-04 5:00,32,101.924,-212.148,68.8592,-222.917,83.4205,-222.52
07-04 6:00,50,-1822.83,97.4556,-1934.39,62.2002,-1894.82,81.6359
07-04 7:00,22,-2845.51,506.131,-3027.89,455.769,-2967.53,501.446
07-04 8:00,12,-4214.84,1055.07,-4369.89,995.527,-4316.1,1091.37
07-04 9:00,63,-2333.2,273.673,-2471.13,233.039,-2417.89,263.576
07-04 10:00,216,-4152.23,906.125,-4249.79,847.49,-4245.1,948.672
07-04 11:00,196,-2596.97,349.808,-2734.11,308.046,-2691.05,345.068
07-04 12:00,38,-2775.72,433.424,-2928.77,389.082,-2876.9,431.213
07-04 13:00,99,-4578.14,1207.32,-4710.07,1141.1,-4678.38,1262.14
07-04 14:00,293,-5659.64,1901.8,-5775.55,1805.4,-5737.14,2000.23
07-04 15:00,437,-2544.47,408.338,-2720.84,359.945,-2664.18,397.749
07-04 16:00,488,-3332.57,703.427,-3516.8,650.204,-3452.57,711.094
07-04 17:00,509,-1904.85,263.049,-2100.41,210.891,-2024.11,236.429
07-04 18:00,490,665.767,102.911,440.859,7.04921,542.051,28.194
07-04 19:00,0,765.082,159.865,506.397,46.464,623.043,72.1181
07-04 20:00,0,623.253,73.6819,412.843,-14.5881,507.425,4.51305
07-04 21:00,0,507.085,7.71603,336.674,-63.8093,412.715,-46.8421
07-04 22:00,0,459.106,-20.6124,304.934,-84.1584,373.641,-69.252
07-04 23:00,0,400.467,-51.5348,266.163,-105.513,325.928,-93.0536
07-05 0:00,0,267.338,-125.177,178.375,-161.164,217.538,-151.014
07-05 1:00,0,130.823,-199.325,87.9405,-214.421,106.642,-209.615
07-05 2:00,0,97.9514,-214.36,66.3704,-227.869,80.1031,-224.352
07-05 3:00,0,72.7749,-228.426,49.6737,-238.222,59.6522,-235.659
07-05 4:00,0,60.0184,-232.199,41.1907,-240.127,49.2747,-238.045
07-05 5:00,137,96.7153,-211.723,65.5378,-225.042,79.0945,-221.572
07-05 6:00,212,222.409,-144.095,148.663,-173.113,181.373,-167.947
07-05 7:00,126,-2278.62,301.968,-2442.11,255.743,-2382.03,286.124
07-05 8:00,60,-4396.23,1152.48,-4564.86,1096.88,-4505.09,1199.2
07-05 9:00,58,-5527.77,1744.92,-5605.9,1646.93,-5594.01,1840.42
07-05 10:00,244,-5342.41,1599.43,-5416.34,1507.8,-5413.53,1689.29
07-05 11:00,398,-3301.58,584.932,-3424.56,538.332,-3385.92,596.286
07-05 12:00,323,-4699.54,1234.47,-4811.35,1168.65,-4778.28,1291.02
07-05 13:00,160,-3786.57,820.029,-3922.44,766.977,-3885.1,846.538
07-05 14:00,158,-3845.96,876.297,-3996.4,822.431,-3949.98,903.932
07-05 15:00,314,-2795.58,472.331,-2967.54,426.155,-2905.42,469.234
07-05 16:00,438,-1769.1,189.72,-1937.24,142.308,-1874.64,163.894
07-05 17:00,459,374.124,-60.1221,249.045,-113.071,304.739,-101.717
07-05 18:00,400,491.232,5.23438,325.96,-63.9051,399.539,-47.5434
07-05 19:00,0,638.54,86.4256,422.607,-4.83633,518.803,17.9706
07-05 20:00,0,557.023,37.5004,368.883,-39.6274,452.552,-20.4266
07-05 21:00,0,485.273,-5.11926,321.512,-70.104,394.187,-54.0204
07-05 22:00,0,449.906,-25.9783,298.143,-85.0693,365.436,-70.4905
07-05 23:00,0,384.791,-60.6807,255.794,-112.112,313.167,-100.315
07-06 0:00,0,272.238,-122.368,181.621,-159.12,221.52,-148.774
07-06 1:00,0,164.619,-180.269,110.331,-200.464,134.086,-194.355
07-06 2:00,0,125.065,-202.564,84.1219,-216.798,101.965,-212.211
07-06 3:00,0,100.795,-212.768,68.2572,-226.698,82.4144,-223.073
07-06 4:00,0,87.9019,-219.981,59.7001,-232.008,71.9336,-228.872
07-06 5:00,59,99.3537,-213.575,67.2975,-227.294,81.24,-223.723
07-06 6:00,193,202.129,-155.63,135.477,-184.781,164.805,-177.24
07-06 7:00,441,459.7,-13.3616,305.305,-77.1461,374.104,-62.1288
07-06 8:00,682,-2300.64,285.283,-2450.5,241.114,-2397.39,271.236
07-06 9:00,782,-5408.53,1570.9,-5449.97,1473.1,-5465.42,1662.66
07-06 10:00,742,-5867.7,1899.12,-5903.13,1784.95,-5920.48,2019
07-06 11:00,650,-6793.29,2670.01,-6820.24,2517.33,-6798.86,2825.87
07-06 12:00,603,-7085.93,3016.16,-7124.32,2845.84,-7073.43,3177.21
07-06 13:00,724,-6457.06,2464,-6526.31,2339,-6497.45,2611.4
07-06 14:00,829,-5739.52,1934.92,-5829.88,1834.28,-5817.05,2051.08
07-06 15:00,734,-4734.51,1307.06,-4858.75,1238.47,-4841.42,1377.29
07-06 16:00,718,-3325.34,667.238,-3496.4,618.544,-3443.96,679.648
07-06 17:00,704,-1984.83,228.545,-2152.76,182.842,-2084.94,208.642
07-06 18:00,554,587.112,58.851,389.375,-26.4218,477.669,-5.91612
07-06 19:00,0,662.005,100.614,438.195,5.31341,538.753,26.268
07-06 20:00,0,553.698,35.5246,366.772,-40.9756,450.566,-24.9249
07-06 21:00,0,477.768,-9.54104,316.638,-73.2119,388.727,-60.5256
07-06 22:00,0,427.192,-35.9115,283.669,-94.353,347.463,-80.7773
07-06 23:00,0,355.279,-77.8455,236.27,-124.513,289.154,-113.95
07-07 0:00,0,223.171,-150.419,148.876,-176.282,181.747,-171.092
07-07 1:00,0,100.996,-212.655,68.3906,-226.615,82.5779,-222.982
07-07 2:00,0,63.3744,-230.331,43.4173,-238.75,52.0014,-236.541
07-07 3:00,0,39.5736,-243.561,27.6264,-248.511,32.6656,-247.196
07-07 4:00,0,33.4073,-246.982,23.5356,-251.037,27.6569,-249.951
07-07 5:00,182,57.7565,-233.457,39.6902,-241.056,47.437,-239.058
07-07 6:00,429,203.608,-154.815,136.135,-180.988,165.733,-173.362
07-07 7:00,525,-2132.52,225.692,-2279.97,183.676,-2213.59,210.987
07-07 8:00,512,-3183.67,555.828,-3327.07,509.114,-3279,562.389
07-07 9:00,512,-3285.11,492.322,-3363.78,448.546,-3350.03,505.067
07-07 10:00,510,-2913.3,381.348,-3006.1,341.684,-2986.06,386.127
07-07 11:00,434,-2967.58,407.19,-3064.53,366.483,-3042.19,412.729
07-07 12:00,416,-3933.49,765.092,-4009.33,709.701,-4005.73,796.232
07-07 13:00,308,-2428.52,233.563,-2525.37,198.135,-2503.07,229.025
07-07 14:00,264,-2171.46,130.605,-2246.48,100.67,-2234.21,123.952
07-07 15:00,425,262.482,-121.21,175.134,-156.479,213.888,-149.694
07-07 16:00,460,268.684,-117.656,179.242,-153.891,218.934,-146.855
07-07 17:00,448,166.192,-176.006,111.36,-196.46,135.586,-193.537
07-07 18:00,412,302.28,-101.683,201.102,-140.066,245.92,-131.623
07-07 19:00,0,450.749,-18.6414,299.257,-81.0178,366.656,-66.3926
07-07 20:00,0,381.659,-59.0883,253.578,-110.153,310.445,-98.4534
07-07 21:00,0,327.13,-90.7517,217.501,-133.042,266.098,-123.607
07-07 22:00,0,259.255,-129.806,172.645,-161.349,210.944,-154.706
07-07 23:00,0,186.502,-167.86,124.859,-191.365,152.133,-187.682
07-08 0:00,0,99.3172,-213.595,67.2757,-227.308,81.2095,-223.74
07-08 1:00,0,29.7273,-249.021,21.0942,-252.544,24.6679,-251.595
07-08 2:00,0,28.3291,-249.796,20.1665,-253.116,23.5322,-252.22
07-08 3:00,0,28.0777,-249.935,19.9997,-253.219,23.328,-252.332
07-08 4:00,0,27.9438,-250.01,19.9109,-253.274,23.2193,-252.392
07-08 5:00,14,34.613,-246.313,24.3355,-250.543,28.6362,-249.413
07-08 6:00,66,63.5242,-230.247,43.5167,-238.688,52.123,-236.474
07-08 7:00,86,-3453.56,481.193,-3492.9,439.384,-3491.39,499.693
07-08 8:00,128,-4872.37,1200.02,-4915.23,1124.06,-4920.3,1261.87
07-08 9:00,210,-5996.6,1870.03,-5972.24,1740.48,-5995.05,1973.31
07-08 10:00,259,-6792.71,2539.56,-6753.17,2363.45,-6757.1,2676.87
07-08 11:00,277,-6904.89,2654.08,-6865.87,2469.91,-6861.73,2793.23
07-08 12:00,279,-5817.13,1791.78,-5820.99,1679.64,-5848.71,1905.17
07-08 13:00,205,-4840.17,1197.45,-4865.99,1114.89,-4889.65,1262.27
07-08 14:00,124,-5922.65,1954.86,-5939.75,1823.95,-5932.58,2047.05
07-08 15:00,86,-4809.09,1260.44,-4891.37,1191.01,-4886.85,1330.86
07-08 16:00,45,-3466.78,636.524,-3580.94,588.536,-3558.67,655.637
07-08 17:00,76,-2000.43,149.982,-2116.14,113.372,-2083.23,135.473
07-08 18:00,99,412.658,-40.9887,274.071,-97.1029,335.66,-84.0971
07-08 19:00,0,493.751,6.72473,327.628,-62.8345,401.59,-46.3654
07-08 20:00,0,421.596,-35.7584,279.934,-93.3639,342.874,-79.9825
07-08 21:00,0,350.215,-77.369,232.789,-123.354,284.875,-112.971
07-08 22:00,0,302.777,-104.798,201.422,-143.207,246.309,-134.786
07-08 23:00,0,236.742,-142.681,157.787,-170.689,192.692,-164.956
07-09 0:00,0,114.832,-208.311,77.3486,-221.01,93.6579,-216.818
07-09 1:00,0,32.8668,-250.673,23.0319,-251.307,27.1426,-250.208
07-09 2:00,0,29.51,-252.534,20.8078,-252.679,24.4195,-251.706
07-09 3:00,0,28.9899,-252.823,20.4633,-252.892,23.9976,-251.938
07-09 4:00,0,28.7446,-252.959,20.3008,-252.992,23.7986,-252.047
07-09 5:00,26,43.246,-244.911,29.9087,-247.061,35.5628,-245.575
07-09 6:00,60,-2033.73,33.7214,-2073.54,12.4094,-2061.52,31.6941
07-09 7:00,78,-3392.21,589.052,-3501,541.468,-3457.6,599.02
07-09 8:00,140,-4668.96,1207.6,-4771.95,1139.72,-4730.35,1254.54
07-09 9:00,175,-5908.35,1932.02,-5921,1801.25,-5917.29,2023.95
07-09 10:00,227,-5065.17,1379.97,-5108.41,1290.69,-5115.85,1451.05
07-09 11:00,375,-7120.16,3004.64,-7108.88,2800.56,-7076.12,3154.21
07-09 12:00,491,-7106.5,3045.75,-7116.27,2854.82,-7084.04,3215.7
07-09 13:00,528,-6463.15,2505.34,-6515.88,2366.59,-6500.77,2660.58
07-09 14:00,463,-5638.32,1906.34,-5737.09,1809.47,-5719.36,2019.76
07-09 15:00,374,-4635.74,1288.44,-4770.85,1222.61,-4746.93,1356.15
07-09 16:00,310,-3333.33,681.201,-3506.04,632.722,-3451.78,694.483
07-09 17:00,262,-1902,219.547,-2070.18,172.775,-2007.57,196.599
07-09 18:00,267,576.026,52.2219,382.132,-31.0932,469.378,-14.0601
07-09 19:00,0,699.225,123.206,462.739,21.3206,569.086,43.993
07-09 20:00,0,650.731,93.7931,430.745,0.465225,529.551,20.9028
07-09 21:00,0,594.887,60.1621,393.888,-23.4521,484.039,-5.55302
07-09 22:00,0,539.55,27.0921,357.432,-46.9975,439.042,-31.5782
07-09 23:00,0,453.619,-23.777,300.694,-83.4208,369.071,-71.7904
07-10 0:00,0,305.196,-103.398,203.53,-145.277,248.775,-136.819
07-10 1:00,0,188.581,-166.676,126.281,-190.474,153.883,-186.704
07-10 2:00,0,165.153,-179.941,110.754,-200.178,134.825,-197.337
07-10 3:00,0,142.876,-192.512,95.9952,-209.382,116.711,-207.422
07-10 4:00,0,130.529,-199.491,87.7428,-214.545,106.397,-209.751
07-10 5:00,6,139.027,-194.708,93.3741,-211.038,113.302,-205.916
07-10 6:00,34,249.371,-132.086,166.477,-165.288,202.946,-155.853
07-10 7:00,35,-2758.81,439.071,-2927.3,392.668,-2856.76,432.902
07-10 8:00,27,-2398.18,357.161,-2582.32,309.374,-2505.27,342.828
07-10 9:00,21,-2176.54,219.717,-2312.48,179.264,-2261.07,206.34
07-10 10:00,30,-4137.25,920.275,-4241.72,860.721,-4219.36,955.85
07-10 11:00,97,-1384.43,51.8738,-1515.65,11.5307,-1465.66,26.6432
07-10 12:00,353,292.184,-107.497,194.426,-144.281,237.715,-136.253
07-10 13:00,682,-3189.86,417.753,-3260.59,378.985,-3255.67,431.821
07-10 14:00,794,-1434.07,51.2623,-1560.13,12.3636,-1512.77,27.6057
