Time_stamp,RPF_Flag,EnergyCost_USD_per_kWh,P_kW,Q_kvar,Total_RPF,TotalRPF_kW,P_c_kW,P_d_kW,E_kWh,Pnet_kW,Pmax_kW,Pmax_kW_chk,V1,V2,V3,VLL_min_kV,Smax_kVA,charge_when_RPF0,charge_exceed_TotalRPF,discharge_cap_active,discharge_cap_violation,ampacity_violation,ampacity_binding,at_Pcmax,at_Pdmax,mutex_violation
07-22 11:00,1,0.0703,-23752.3,9697.951,-23752.3,23752.3,23752.3,0.0,627406.0601421795,0.0,3558.65353268249,3558.65353268249,0.9558097548,0.9558261593,0.9557978053,3.9761188700480004,10330.259849784736,False,False,False,False,False,False,False,False,False
07-22 12:00,1,0.0703,-24468.4,8894.68,-24468.4,24468.4,24468.4,0.0,649970.7451421795,0.0,6295.444034121987,6295.444034121987,1.008249092,1.008721409,1.008543624,4.19431622272,10897.153201142128,False,False,False,False,False,False,False,False,False
07-22 13:00,1,0.0703,-31825.0,-24379.0,-31825.0,31825.0,31825.0,0.0,673215.7251421795,0.0,0.0,0.0,0.9807789743,0.9806505277,0.9807905907,4.079506195232001,10598.867999900736,False,False,False,False,False,False,False,False,False
07-22 14:00,1,0.0703,-9067.1,-23575.0,-9067.1,9067.1,9067.1,0.0,703449.4751421795,0.0,0.0,0.0,0.9920510443,0.9915793103,0.9915226856,4.124734372096,10716.374250293975,False,False,False,False,False,False,False,False,False
07-22 15:00,1,0.0703,-14870.47,4405.6,-14870.47,14870.47,14870.47,0.0,712063.2201421795,0.0,9644.133672626927,9644.133672626927,0.9810110941,0.9811228863,0.9810224606,4.081006151456,10602.76500048438,False,False,False,False,False,False,False,False,False
07-22 16:00,1,0.0703,-11211.47,1738.5,-11211.47,11211.47,11211.47,0.0,726190.1666421795,0.0,10153.748144695935,10153.748144695935,0.9531388159,0.9531510152,0.9531371921,3.9650507191360003,10301.5039501966,False,False,False,False,False,False,False,False,False
07-22 17:00,0,0.0703,680.427,-410.455,0.0,-0.0,0.0,11391.300692949508,736841.0631421795,-10710.873692949508,10710.873692949508,10710.873692949508,0.9917411488,0.9918587284,0.991815219,4.125643179008,10718.735399912754,False,False,False,False,False,True,False,False,False
07-22 18:00,0,0.0999,808.811,-338.3838,0.0,-0.0,0.0,808.811,724850.2203074958,0.0,10745.624753135146,10745.624753135146,0.9947219,0.9948100431,0.99477815,4.138043104,10750.951350057036,False,False,True,False,False,False,False,False,False
07-22 19:00,0,0.0999,1069.446,-194.2008,0.0,-0.0,0.0,1069.446,723998.8403074959,0.0,10847.12136302144,10847.12136302144,1.003780776,1.003783607,1.003789644,4.17572802816,10848.859655043785,False,False,True,False,False,False,False,False,False
07-22 20:00,0,0.0999,899.064,-295.2753,0.0,-0.0,0.0,899.064,722873.107675917,0.0,10822.662245560055,10822.662245560055,1.001729503,1.001731002,1.001737205,4.16719473248,10826.689502533132,False,False,True,False,False,False,False,False,False
07-22 21:00,0,0.0999,795.22,-356.5103,0.0,-0.0,0.0,795.22,721926.7245180223,0.0,10807.488687551468,10807.488687551468,1.000496874,1.000498872,1.000505076,4.16206699584,10813.367251950664,False,False,True,False,False,False,False,False,False
07-22 22:00,0,0.0481,702.59,-410.901,0.0,-0.0,0.0,11496.432673282588,721089.6508338117,-10793.842673282586,10793.842673282586,10793.842673282586,0.9994137592,0.9994169235,0.9994231272,4.157561238272,10801.660950399117,False,False,False,False,False,True,False,False,False
07-22 23:00,0,0.0481,534.108,-505.905,0.0,-0.0,0.0,11302.763993049724,708988.1427566721,-10768.655993049724,10768.655993049724,10768.655993049724,0.997458915,0.9974615797,0.9974680749,4.1494290864,10780.533000073361,False,False,False,False,False,True,False,False,False
07-23 0:00,0,0.0481,276.5623,-651.473,0.0,-0.0,0.0,11004.56369534429,697090.4964481987,-10728.00139534429,10728.00139534429,10728.00139534429,0.9944271183,0.9944269934,0.9944344878,4.136816292544,10747.764000397387,False,False,False,False,False,True,False,False,False
07-23 1:00,0,0.0481,113.1623,-735.01,0.0,-0.0,0.0,10814.052958416898,685506.7451899415,-10700.890658416898,10700.890658416898,10700.890658416898,0.9924244345,0.992422894,0.992431013,4.128479239040001,10726.103700015865,False,False,False,False,False,True,False,False,False
07-23 2:00,0,0.0481,97.2186,-744.105,0.0,-0.0,0.0,10794.684379227332,674123.5315495026,-10697.465779227332,10697.465779227332,10697.465779227332,0.9921657511,0.9921647934,0.9921737452,4.127405540544,10723.314149495242,False,False,False,False,False,True,False,False,False
07-23 3:00,0,0.0481,74.1933,-757.229,0.0,-0.0,0.0,10768.364721084858,662760.705887158,-10694.171421084857,10694.17142108486,10694.171421084859,0.9919470797,0.9919457473,0.9919560314,4.126494308768,10720.946699894985,False,False,False,False,False,True,False,False,False
07-23 4:00,0,0.0481,72.844,-757.998,0.0,-0.0,0.0,10769.34335351735,651425.5851281213,-10696.49935351735,10696.49935351735,10696.49935351735,0.9921676663,0.9921656262,0.9921772009,4.127409004992001,10723.323150395176,False,False,False,False,False,True,False,False,False
07-23 5:00,0,0.0481,75.0712,-756.729,0.0,-0.0,0.0,10776.566830234373,640089.434229682,-10701.49563023437,10701.49563023437,10701.49563023437,0.9926214137,0.9926184575,0.9926309899,4.1292927832,10728.217349744846,False,False,False,False,False,True,False,False,False
07-23 6:00,0,0.0481,148.8768,-714.614,0.0,-0.0,0.0,10810.50016025767,628745.6796715405,-10661.62336025767,10661.62336025767,10661.62336025767,0.9886702977,0.9887893345,0.9887570251,4.112868438432001,10685.54565031604,False,False,False,False,False,True,False,False,False
07-23 7:00,0,0.0703,470.259,-529.601,0.0,-0.0,0.0,11168.57244220099,617366.2058186377,-10698.31344220099,10698.31344220099,10698.31344220099,0.9910637337,0.9912261551,0.9911788152,4.122825132192,10711.413899517625,False,False,False,False,False,True,False,False,False
07-23 8:00,0,0.0703,631.784,-438.898,0.0,-0.0,0.0,11347.765371149271,605609.8137742156,-10715.981371149272,10715.981371149272,10715.981371149272,0.992317597,0.9925048333,0.9924484584,4.1280412035200005,10724.965650351623,False,False,False,False,False,True,False,False,False
07-23 9:00,0,0.0703,240.9228,-665.211,0.0,-0.0,0.0,10906.977488361264,593664.7975940586,-10666.054688361264,10666.054688361264,10666.054688361264,0.9887843382,0.9889656623,0.9889100785,4.113342846912,10686.778199702392,False,False,False,False,False,True,False,False,False
07-23 10:00,1,0.0703,-7124.8,179.9151,-7124.8,7124.8,7124.8,0.0,582183.7686589415,0.0,10407.172214995098,10407.172214995098,0.9630579294,0.9631562317,0.9631221735,4.006320986304,10408.727249561975,False,False,False,False,False,False,False,False,False
07-23 11:00,1,0.0703,-6798.52,200.2787,-6798.52,6798.52,6798.52,0.0,588952.3286589416,0.0,10426.116918002654,10426.116918002654,0.9648448563,0.9649317503,0.964901481,4.013754602208,10428.040350206496,False,False,False,False,False,False,False,False,False
07-23 12:00,1,0.0703,-8272.95,807.779,-8272.95,8272.95,8272.95,0.0,595410.9226589416,0.0,10375.60020597816,10375.600205978159,0.9628978396,0.9629352703,0.9629218219,4.005655012736,10406.996999477564,False,False,False,False,False,False,False,False,False
07-23 13:00,1,0.0703,-19940.44,7682.03,-19940.44,19940.44,19940.44,0.0,603270.2251589416,0.0,6837.641653609143,6837.641653609143,0.9516253532,0.9515458704,0.9515696861,3.958430820864,10284.304949974538,False,False,False,False,False,False,False,False,False
07-23 14:00,1,0.0703,-17836.99,6089.98,-17836.99,17836.99,17836.99,0.0,622213.6431589415,0.0,8298.022313228099,8298.022313228099,0.9524379598,0.9523466941,0.9523737157,3.961762247456,10292.960250153083,False,False,False,False,False,False,False,False,False
07-23 15:00,1,0.0703,-14506.12,3981.46,-14506.12,14506.12,14506.120000000004,0.0,639158.7836589415,1.8189894035458565e-12,9519.300792660191,9519.300792660193,0.9547765199,0.9546992854,0.9547203948,3.9715490272640004,10318.387049958,False,False,False,False,False,False,False,False,False
07-23 16:00,1,0.0703,-10232.06,1959.588,-10232.06,10232.06,10232.06,0.0,652939.5976589415,0.0,10193.601396386986,10193.601396386986,0.9604441149,0.9604226724,0.960423297,3.9953583171840004,10380.245399708367,False,False,False,False,False,False,False,False,False
07-23 17:00,1,0.0703,-5820.31,495.364,-5820.31,5820.31,5820.31,0.0,662660.0546589416,0.0,10466.736898912435,10466.736898912435,0.9695091942,0.9695469579,0.9695265563,4.0331582478720005,10478.452500419664,False,False,False,False,False,False,False,False,False
07-23 18:00,0,0.0999,1310.158,-59.99,0.0,-0.0,0.0,1310.158,668189.3491589415,0.0,10832.095287110242,10832.095287110242,1.002245038,1.002324645,1.002300622,4.16933935808,10832.261403286753,False,False,True,False,False,False,False,False,False
07-23 19:00,0,0.0999,1537.081,66.85344,0.0,-0.0,0.0,1537.081,666810.235474731,0.0,10903.473254805203,10903.473254805205,1.008852812,1.008867634,1.008871173,4.19682769792,10903.678205114651,False,False,True,False,False,False,False,False,False
07-23 20:00,0,0.0999,1246.014,-108.92096,0.0,-0.0,0.0,1246.014,665192.255474731,0.0,10867.838440975818,10867.838440975818,1.005587271,1.005597139,1.005602052,4.18324304736,10868.384247655169,False,False,True,False,False,False,False,False,False
07-23 21:00,0,0.0999,958.05,-270.56,0.0,-0.0,0.0,958.05,663880.6617905204,0.0,10831.062435213817,10831.062435213815,1.002446722,1.002452592,1.002458713,4.17017836352,10834.441203361612,False,False,True,False,False,False,False,False,False
07-23 22:00,0,0.0481,833.806,-343.9786,0.0,-0.0,0.0,11647.237253587533,662872.1881063099,-10813.43125358753,10813.43125358753,10813.43125358753,1.00100887,1.001015032,1.001021277,4.1641968992,10818.900903202762,False,False,False,False,False,True,False,False,False
07-23 23:00,0,0.0481,757.148,-385.701,0.0,-0.0,0.0,11559.593867006744,650611.9383656915,-10802.445867006743,10802.445867006743,10802.445867006743,1.000123275,1.000130812,1.000137099,4.160512824,10809.329395064806,False,False,False,False,False,True,False,False,False
07-24 0:00,0,0.0481,476.102,-539.59,0.0,-0.0,0.0,11240.568881989117,638443.9448214738,-10764.466881989114,10764.466881989114,10764.466881989114,0.9972229231,0.9972298346,0.9972347893,4.148447360096,10777.982400316881,False,False,False,False,False,True,False,False,False
07-24 1:00,0,0.0481,199.8803,-692.125,0.0,-0.0,0.0,10918.887328220948,626611.7670509589,-10719.007028220947,10719.007028220947,10719.007028220947,0.9938316009,0.9938345154,0.9938402195,4.134339459744,10741.329000020205,False,False,False,False,False,True,False,False,False
07-24 2:00,0,0.0481,96.055,-741.441,0.0,-0.0,0.0,10798.583268802598,615118.2014423053,-10702.528268802598,10702.528268802598,10702.528268802598,0.9926150017,0.9926169586,0.9926235371,4.129278407072,10728.179999468677,False,False,False,False,False,True,False,False,False
07-24 3:00,0,0.0481,74.5905,-753.672,0.0,-0.0,0.0,10774.05620990093,603751.2716856711,-10699.46570990093,10699.46570990093,10699.46570990093,0.9924111943,0.9924127349,0.9924206457,4.1284305682880005,10725.977249692905,False,False,False,False,False,True,False,False,False
07-24 4:00,0,0.0481,71.3072,-755.542,0.0,-0.0,0.0,10772.54339809639,592410.1598857753,-10701.23619809639,10701.23619809639,10701.23619809639,0.9925867727,0.9925876886,0.9925970983,4.129160974432,10727.874900520255,False,False,False,False,False,True,False,False,False
07-24 5:00,0,0.0481,107.0878,-735.149,0.0,-0.0,0.0,10818.383425834872,581070.6405193581,-10711.295625834871,10711.295625834871,10711.295625834873,0.9933842238,0.9933847235,0.9933951741,4.132478371008,10736.493749647987,False,False,False,False,False,True,False,False,False
07-24 6:00,0,0.0481,216.1269,-672.801,0.0,-0.0,0.0,10913.296795005592,569682.8684921635,-10697.169895005592,10697.169895005592,10697.169895005592,0.9917015115,0.9917756233,0.9917590106,4.12547828784,10718.30700009171,False,False,False,False,False,True,False,False,False
07-24 7:00,1,0.0703,-7554.35,358.677,-7554.35,7554.35,7554.35,0.0,558195.1876553155,0.0,10415.557811465318,10415.557811465318,0.9642704066,0.9642611635,0.9642687828,4.01132644016,10421.731800152276,False,False,False,False,False,False,False,False,False
07-24 8:00,1,0.0703,-13169.3,2552.259,-13169.3,13169.3,13169.3,0.0,565371.8201553155,0.0,9989.041041530263,9989.041041530263,0.9539990955,0.9539181971,0.9539471756,3.9682996999360003,10309.945049924223,False,False,False,False,False,False,False,False,False
07-24 9:00,1,0.0703,-14162.73,2849.395,-14162.73,14162.73,14162.73,0.0,577882.6551553154,0.0,9880.407953897646,9880.407953897646,0.9515315477,0.9514315384,0.9514657631,3.9579551997440006,10283.06925005705,False,False,False,False,False,False,False,False,False
07-24 10:00,1,0.0703,-6680.57,43.27716,-6680.57,6680.57,6680.57,0.0,591337.2486553155,0.0,10458.313658664903,10458.313658664905,0.9676862523,0.9676541511,0.9676688069,4.025441268576,10458.40320008722,False,False,False,False,False,False,False,False,False
07-24 11:00,1,0.0703,-8128.79,382.331,-8128.79,8128.79,8128.79,0.0,597683.7901553155,0.0,10399.88605545353,10399.88605545353,0.9629289416,0.9628899288,0.9629049177,4.005622103808,10406.911499574588,False,False,False,False,False,False,False,False,False
07-24 12:00,1,0.0703,-5481.09,-215.7172,-5481.09,5481.09,5481.09,0.0,605406.1406553155,0.0,10480.428046803743,10480.428046803745,0.9698973651,0.9699039019,0.9699026528,4.034773038816001,10482.64785035758,False,False,False,False,False,False,False,False,False
07-24 13:00,1,0.0703,-5599.03,-201.8187,-5599.03,5599.03,5599.03,0.0,610613.1761553155,0.0,10464.61666167554,10464.61666167554,0.9684090921,0.9684259962,0.968419168,4.028581823136,10466.562600180014,False,False,False,False,False,False,False,False,False
07-24 14:00,1,0.0703,-7319.07,144.1409,-7319.07,7319.07,7319.07,0.0,615932.2546553154,0.0,10398.854763275263,10398.854763275263,0.9622419087,0.96224016,0.9622369124,4.002905555584,10399.85370025682,False,False,False,False,False,False,False,False,False
07-24 15:00,1,0.0703,-6722.77,14.51179,-6722.77,6722.77,6722.77,0.0,622885.3711553154,0.0,10410.108085090187,10410.108085090187,0.9631875418,0.9631951195,0.9631866258,4.0068563633280005,10410.118199872137,False,False,False,False,False,False,False,False,False
07-24 16:00,1,0.0703,-4862.08,-310.2175,-4862.08,4862.08,4862.08,0.0,629272.0026553154,0.0,10464.916732447296,10464.916732447295,0.9686821399,0.9687062471,0.9686909667,4.029717701984,10469.513699993979,False,False,False,False,False,False,False,False,False
07-24 17:00,0,0.0703,120.8996,-720.591,0.0,-0.0,0.0,10775.243843949533,633890.9786553155,-10654.344243949532,10654.344243949532,10654.344243949532,0.9880354761,0.9881178318,0.988085106,4.110227580576,10678.684500342799,False,False,False,False,False,True,False,False,False
07-24 18:00,0,0.0999,294.0068,-624.686,0.0,-0.0,0.0,294.0068,622548.616714316,0.0,10659.130605513648,10659.130605513648,0.9879184794,0.9880350597,0.9879892603,4.109740874304,10677.4200003556,False,False,True,False,False,False,False,False,False
07-24 19:00,0,0.0999,620.261,-445.641,0.0,-0.0,0.0,620.261,622239.1358722108,0.0,10795.413755046611,10795.413755046613,0.999691262,0.9996864323,0.9996932189,4.158695558368,10804.608000456594,False,False,True,False,False,False,False,False,False
07-24 20:00,0,0.0999,600.258,-457.312,0.0,-0.0,0.0,600.258,621586.2295564214,0.0,10790.009041496263,10790.009041496263,0.9992343503,0.9992319355,0.9992381392,4.1568048516800005,10799.695800387857,False,False,True,False,False,False,False,False,False
07-24 21:00,0,0.0999,596.862,-459.292,0.0,-0.0,0.0,596.862,620954.3790301057,0.0,10787.937743243145,10787.937743243143,0.9990482382,0.9990488627,0.9990546501,4.156040670912,10797.71040051334,False,False,True,False,False,False,False,False,False
07-24 22:00,0,0.0481,589.062,-463.841,0.0,-0.0,0.0,11374.642213504352,620326.103240632,-10785.580213504352,10785.580213504352,10785.580213504352,0.9988483029,0.9988520501,0.9988573378,4.155208940064,10795.549500382906,False,False,False,False,False,True,False,False,False
07-24 23:00,0,0.0481,547.935,-487.794,0.0,-0.0,0.0,11326.140291890864,608352.7956474695,-10778.205291890865,10778.205291890865,10778.205291890865,0.9982643186,0.9982702309,0.9982753105,4.152779565376,10789.237799797547,False,False,False,False,False,True,False,False,False
07-25 0:00,0,0.0481,483.279,-525.361,0.0,-0.0,0.0,11253.802971282688,596430.542708637,-10770.523971282688,10770.523971282688,10770.523971282688,0.9977176401,0.9977277992,0.9977299643,4.150505382816,10783.329300188137,False,False,False,False,False,True,False,False,False
07-25 1:00,0,0.0481,493.928,-519.179,0.0,-0.0,0.0,11265.200456913692,584584.434317813,-10771.272456913692,10771.272456913694,10771.272456913694,0.9977591094,0.9977713087,0.9977733488,4.150677895104,10783.777500259755,False,False,False,False,False,True,False,False,False
07-25 2:00,0,0.0481,517.054,-505.747,0.0,-0.0,0.0,11291.335546877342,572726.3285736933,-10774.281546877342,10774.281546877342,10774.281546877342,0.9979781555,0.9979918121,0.9979944351,4.15158912688,10786.14494986001,False,False,False,False,False,True,False,False,False
07-25 3:00,0,0.0481,579.103,-469.643,0.0,-0.0,0.0,11363.044817360016,560840.7122085593,-10783.941817360015,10783.941817360015,10783.941817360017,0.9987200645,0.9987350534,0.9987385092,4.15467546832,10794.163500135388,False,False,False,False,False,True,False,False,False
07-25 4:00,0,0.0481,615.664,-448.323,0.0,-0.0,0.0,11406.357884927147,548879.6124008119,-10790.693884927148,10790.693884927148,10790.693884927148,0.9992603727,0.9992758196,0.9992803163,4.156923150432,10800.00314956126,False,False,False,False,False,True,False,False,False
07-25 5:00,0,0.0481,472.98,-531.339,0.0,-0.0,0.0,11244.722752189611,536872.9198903622,-10771.742752189612,10771.742752189612,10771.742752189612,0.99785737,0.997869028,0.9978749819,4.1510866592,10784.839500533628,False,False,False,False,False,True,False,False,False
07-25 6:00,1,0.0481,-6009.82,-44.52319,-6009.82,6009.82,6009.82,0.0,525036.3696248995,0.0,10442.6950864903,10442.695086490301,0.9662095541,0.9662872466,0.9662622651,4.019431745056,10442.78999998834,False,False,False,False,False,False,False,False,False
07-25 7:00,1,0.0703,-10528.16,1356.661,-10528.16,10528.16,10528.16,0.0,530745.6986248995,0.0,10234.704863411844,10234.704863411844,0.9552398435,0.9553218661,0.9552910556,3.97379774896,10324.229400302333,False,False,False,False,False,False,False,False,False
07-25 8:00,1,0.0703,-14407.31,3233.08,-14407.31,14407.31,14407.31,0.0,540747.4506248995,0.0,9739.848292061211,9739.848292061211,0.9495218275,0.9495959393,0.9495650455,3.9500108024000005,10262.429100304065,False,False,False,False,False,False,False,False,False
07-25 9:00,1,0.0703,-17972.08,5373.93,-17972.08,17972.08,17972.08,0.0,554434.3951248993,0.0,8693.217215979039,8693.217215979039,0.9456085585,0.9456659326,0.945639369,3.93373160336,10220.134500538354,False,False,False,False,False,False,False,False,False
07-25 10:00,1,0.0703,-20255.05,7288.84,-20255.05,20255.05,20255.05,0.0,571507.8711248994,0.0,7164.187932190422,7164.187932190422,0.945615928,0.9456733438,0.94564703,3.9337622604800004,10220.214150072536,False,False,False,False,False,False,False,False,False
07-25 11:00,1,0.0703,-20127.99,7223.07,-20127.99,20127.99,20127.99,0.0,590750.1686248994,0.0,7243.375232724169,7243.375232724169,0.9464684634,0.9464645913,0.9464595117,3.937271568672,10229.331600204478,False,False,False,False,False,False,False,False,False
07-25 12:00,1,0.0703,-20474.19,7681.06,-20474.19,20474.19,20474.19,0.0,609871.7591248994,0.0,6795.659719619766,6795.659719619766,0.9489823519,0.9489005375,0.9489223547,3.947426236,10255.71419982356,False,False,False,False,False,False,False,False,False
07-25 13:00,1,0.0703,-19278.76,6748.62,-19278.76,19278.76,19278.76,0.0,629322.2396248993,0.0,7735.112743384338,7735.112743384338,0.9498923448,0.9497850076,0.9498146107,3.951105631616,10265.273550045647,False,False,False,False,False,False,False,False,False
07-25 14:00,1,0.0703,-17850.32,5699.54,-17850.32,17850.32,17850.31999999998,0.0,647637.0616248994,-1.8189894035458565e-11,8542.16184527118,8542.16184527118,0.9502450836,0.9501339575,0.9501633524,3.9525572632,10269.044999531687,False,False,False,False,False,False,False,False,False
07-25 15:00,1,0.0703,-14737.05,3672.15,-14737.05,14737.05,14737.05,0.0,664594.8656248994,0.0,9609.783650769365,9609.783650769365,0.9519226331,0.9518413599,0.9518592633,3.959660057184,10287.498599615661,False,False,False,False,False,False,False,False,False
07-25 16:00,1,0.0703,-10541.84,1643.786,-10541.84,10541.84,10541.84,0.0,678595.0631248994,0.0,10218.61876680821,10218.61876680821,0.9576642982,0.9576229122,0.9576264929,3.983711314752,10349.985599756212,False,False,False,False,False,False,False,False,False
07-25 17:00,1,0.0703,-6291.8,243.9511,-6291.8,6291.8,6291.8,0.0,688609.8111248994,0.0,10445.076075306848,10445.076075306848,0.9666926547,0.9666964019,0.966684619,4.0214080150400004,10447.924500020983,False,False,False,False,False,False,False,False,False
07-25 18:00,0,0.0999,766.451,-363.3089,0.0,-0.0,0.0,766.451,694587.0211248994,0.0,10783.60048864257,10783.60048864257,0.9983088273,0.9983599561,0.9983418862,4.152964721568,10789.718849695366,False,False,True,False,False,False,False,False,False
07-25 19:00,0,0.0999,938.329,-272.0486,0.0,-0.0,0.0,938.329,693780.2305985836,0.0,10842.095926323893,10842.095926323893,1.003470713,1.003476418,1.003479041,4.17443816608,10845.50849505781,False,False,True,False,False,False,False,False,False
07-25 20:00,0,0.0999,750.668,-382.697,0.0,-0.0,0.0,750.668,692792.5158617414,0.0,10813.593181000286,10813.593181000286,1.001144145,1.001148266,1.001151181,4.1647596432,10820.362955002243,False,False,True,False,False,False,False,False,False
07-25 21:00,0,0.0999,598.311,-471.858,0.0,-0.0,0.0,598.311,692002.3390196362,0.0,10789.696215668271,10789.696215668271,0.999260914,0.9992646612,0.9992675757,4.15692540224,10800.008999930056,False,False,True,False,False,False,False,False,False
07-25 22:00,0,0.0481,507.306,-521.483,0.0,-0.0,0.0,11282.533611371313,691372.5379670046,-10775.227611371312,10775.227611371312,10775.227611371312,0.9981349144,0.9981400773,0.9981428669,4.152241243904,10787.839199587084,False,False,False,False,False,True,False,False,False
07-25 23:00,0,0.0481,380.284,-595.061,0.0,-0.0,0.0,11134.157609917436,679496.18679714,-10753.873609917437,10753.873609917437,10753.873609917437,0.996514406,0.9965200269,0.9965224418,4.14549992896,10770.324749597836,False,False,False,False,False,True,False,False,False
07-26 0:00,0,0.0481,209.7179,-686.488,0.0,-0.0,0.0,10935.320054472058,667776.0208919639,-10725.60215447206,10725.60215447206,10725.602154472059,0.9944070914,0.9944129205,0.9944136283,4.136733500224,10747.548899640311,False,False,False,False,False,True,False,False,False
07-26 1:00,0,0.0481,166.7638,-701.064,0.0,-0.0,0.0,10885.820339199488,656265.1576767301,-10719.056539199486,10719.056539199486,10719.056539199486,0.9938898078,0.9938967193,0.9938975521,4.1345816004480005,10741.95810002307,False,False,False,False,False,True,False,False,False
07-26 2:00,0,0.0481,212.7983,-674.708,0.0,-0.0,0.0,10939.04242545626,644806.3994249412,-10726.244125456258,10726.244125456258,10726.244125456258,0.9943973486,0.9944061754,0.9944074245,4.136692970176,10747.443599486758,False,False,False,False,False,True,False,False,False
07-26 3:00,0,0.0481,296.0967,-626.882,0.0,-0.0,0.0,11036.256220571157,633291.6179244609,-10740.159520571156,10740.159520571156,10740.159520571156,0.9954146787,0.9954252542,0.9954273776,4.140925063392,10758.438900195477,False,False,False,False,False,True,False,False,False
07-26 4:00,0,0.0481,329.4018,-607.71,0.0,-0.0,0.0,11076.557690906806,621674.5061133334,-10747.155890906806,10747.155890906812,10747.155890906812,0.9959591922,0.9959698926,0.9959732234,4.143190239552,10764.324000491299,False,False,False,False,False,True,False,False,False
07-26 5:00,0,0.0481,307.3661,-620.397,0.0,-0.0,0.0,11054.59039511566,610014.9717018525,-10747.22429511566,10747.22429511566,10747.22429511566,0.9960324712,0.9960418393,0.9960465025,4.143495080192,10765.115999706335,False,False,False,False,False,True,False,False,False
07-26 6:00,0,0.0481,270.9746,-641.324,0.0,-0.0,0.0,10956.046789983737,598378.5607596255,-10685.072189983735,10685.072189983735,10685.072189983735,0.9904056377,0.9905422865,0.9905000678,4.120087452832,10704.301199898096,False,False,False,False,False,True,False,False,False
07-26 7:00,1,0.0703,-5434.84,-101.8547,-5434.84,5434.84,5434.84,0.0,586845.8799280637,0.0,10464.399213254625,10464.399213254625,0.9682547897,0.9683839857,0.9683388524,4.027939925152,10464.894900297666,False,False,False,False,False,False,False,False,False
07-26 8:00,1,0.0703,-10563.49,1391.755,-10563.49,10563.49,10563.49,0.0,592008.9779280637,0.0,10233.957763530256,10233.957763530256,0.9556034492,0.9557088712,0.9556671937,3.975310348672,10328.159249631379,False,False,False,False,False,False,False,False,False
07-26 9:00,1,0.0703,-14838.23,3266.85,-14838.23,14838.23,14838.23,0.0,602044.2934280637,0.0,9711.254145846668,9711.254145846668,0.9480028689,0.9480802283,0.9480451709,3.943691934624,10246.01220025255,False,False,False,False,False,False,False,False,False
07-26 10:00,1,0.0703,-13776.76,2766.002,-13776.76,13776.76,13776.759999999997,0.0,616140.6119280638,-5.4569682106375694e-12,9886.730611957808,9886.730611957808,0.949885808,0.9499812789,0.9499396015,3.95152496128,10266.363000470401,False,False,False,False,False,False,False,False,False
07-26 11:00,1,0.0703,-20245.88,7397.82,-20245.88,20245.88,20245.88,0.0,629228.5339280638,0.0,7066.907172272426,7066.907172272426,0.9465937873,0.9466592804,0.9466279703,3.937830155168,10230.782850491718,False,False,False,False,False,False,False,False,False
07-26 12:00,1,0.0703,-17857.49,5532.46,-17857.49,17857.49,17857.49,0.0,648462.1199280638,0.0,8611.703712334178,8611.703712334178,0.947048742,0.9471086976,0.9470777622,3.93972276672,10235.699999542301,False,False,False,False,False,False,False,False,False
07-26 13:00,1,0.0703,-15537.5,4011.61,-15537.5,15537.5,15537.5,0.0,665426.7354280638,0.0,9433.215667255015,9433.215667255015,0.9484443753,0.9485134908,0.9484782669,3.945528601248,10250.784000116551,False,False,False,False,False,False,False,False,False
07-26 14:00,1,0.0703,-13854.17,3071.814,-13854.17,13854.17,13854.17,0.0,680187.3604280638,0.0,9799.670325032615,9799.670325032617,0.9502073615,0.9502723967,0.9502376308,3.9528626238399998,10269.838349746353,False,False,False,False,False,False,False,False,False
07-26 15:00,1,0.0703,-11158.21,1815.808,-11158.21,11158.21,11158.21,0.0,693348.8219280638,0.0,10153.102670795452,10153.102670795453,0.9543115725,0.9543679891,0.9543358462,3.9699361416,10314.196650082728,False,False,False,False,False,False,False,False,False
07-26 16:00,1,0.0703,-10315.67,1540.316,-10315.67,10315.67,10315.67,0.0,703949.1214280637,0.0,10219.405124744631,10219.405124744633,0.9562211169,0.9562587973,0.9562321504,3.977879846304,10334.835000304207,False,False,False,False,False,False,False,False,False
07-26 17:00,1,0.0703,-5172.86,-9.41959,-5172.86,5172.86,5172.86,0.0,713749.0079280637,0.0,10461.292909647796,10461.292909647796,0.9679219112,0.9680098044,0.9679664199,4.026555150592,10461.297150455244,False,False,False,False,False,False,False,False,False
07-26 18:00,0,0.0999,674.61,-413.877,0.0,-0.0,0.0,674.61,718663.2249280637,0.0,10701.659180609242,10701.659180609242,0.9909013956,0.9910565307,0.9909947015,4.122149805696,10709.65934981347,False,False,True,False,False,False,False,False,False
07-26 19:00,0,0.0999,905.806,-287.9817,0.0,-0.0,0.0,905.806,717953.10913859,0.0,10837.73203260696,10837.73203260696,1.003105151,1.003111604,1.003112645,4.17291742816,10841.557502044154,False,False,True,False,False,False,False,False,False
07-26 20:00,0,0.0999,756.868,-375.731,0.0,-0.0,0.0,756.868,716999.6291385901,0.0,10814.609220293078,10814.609220293078,1.001215508,1.001221296,1.001222545,4.165056513280001,10821.134246094956,False,False,True,False,False,False,False,False,False
07-26 21:00,0,0.0999,646.176,-440.58,0.0,-0.0,0.0,646.176,716202.9259806953,0.0,10797.193294136365,10797.193294136365,0.9998317413,0.99983807,0.9998392358,4.159300043808,10806.178499698368,False,False,True,False,False,False,False,False,False
