Time_stamp,Irradiance,P1 (kW),Q1 (kvar),P2 (kW),Q2 (kvar),P3 (kW),Q3 (kvar)
07-31 10:00,622,-5974.42,2009.2,-6006.09,1873.25,-5969.94,2090.57
07-31 11:00,659,-6311.93,2278.41,-6347.86,2131.43,-6297.14,2372.62
07-31 12:00,668,-6377.68,2346.93,-6416.65,2196.3,-6360.15,2442.12
07-31 13:00,682,-6484.05,2452.59,-6529.21,2300.14,-6475.44,2561.95
07-31 14:00,705,-6683.79,2637.71,-6725.79,2471.37,-6661.38,2750.18
07-31 15:00,660,-6229.79,2277.39,-6296.06,2143.61,-6242.72,2381.88
07-31 16:00,504,-4649.13,1259.17,-4769.93,1186.96,-4723.59,1309.91
07-31 17:00,307,-2734.37,414.64,-2883.46,369.697,-2830.14,411.184
07-31 18:00,164,509.374,12.655,337.468,-56.4608,414.419,-42.2952
07-31 19:00,58,365.767,-71.7,242.707,-117.004,297.625,-109.078
07-31 20:00,5,298.677,-107.14,198.789,-144.849,243.43,-139.791
07-31 21:00,0,134.064,-197.502,90.0843,-213.087,109.266,-208.158
07-31 22:00,0,56.232,-237.69,38.513,-241.743,46.0991,-239.77
07-31 23:00,0,17.5767,-259.146,12.9012,-257.555,14.7398,-257.025
08-01 0:00,0,9.10964,-263.829,7.29158,-261.011,7.87248,-260.796
08-01 1:00,0,22.2225,-256.573,15.9796,-255.657,18.5082,-254.955
08-01 2:00,0,55.4826,-238.107,38.0164,-242.05,45.4909,-240.105
08-01 3:00,0,92.1421,-217.654,62.3057,-227.007,75.2413,-223.679
08-01 4:00,0,114.278,-205.253,76.9721,-217.901,93.2102,-213.729
08-01 5:00,0,113.932,-205.447,76.7428,-218.043,92.9295,-213.885
08-01 6:00,127,42.0331,-245.585,29.1046,-247.557,34.5786,-246.117
08-01 7:00,294,-3135.85,215.952,-3097.57,187.352,-3130.2,234.132
08-01 8:00,472,-4816.48,1017.21,-4768.84,930.839,-4799.07,1065.8
08-01 9:00,636,-6257.44,2090.15,-6225.26,1933.05,-6219.44,2183.77
08-01 10:00,767,-7342.97,3164.81,-7296.9,2915.28,-7244.37,3289.77
08-01 11:00,812,-7701.78,3577.4,-7653.5,3294.93,-7580.69,3718.95
08-01 12:00,835,-7955.21,3828.62,-7908.24,3530.83,-7828.47,3989.42
08-01 13:00,804,-7649.43,3516.05,-7623.14,3256.73,-7560.24,3676.48
08-01 14:00,704,-6714.22,2619.31,-6732.13,2449.27,-6716.07,2765.66
08-01 15:00,586,-5531.24,1744.48,-5606.81,1643.91,-5600.71,1844.67
08-01 16:00,469,-4310.22,1072.83,-4428.45,1006.17,-4397.88,1115.73
08-01 17:00,344,-3071.72,552.012,-3233.3,503.531,-3190.86,557.06
08-01 18:00,178,517.983,17.7746,343.233,-52.7377,422.11,-41.208
08-01 19:00,58,327.221,-90.6676,217.663,-132.918,266.66,-126.658
08-01 20:00,6,267.883,-124.859,178.35,-157.758,217.955,-150.763
08-01 21:00,0,121.392,-204.627,81.6951,-218.307,98.9836,-213.865
08-01 22:00,0,45.1907,-243.83,31.1973,-246.265,37.1406,-244.706
08-01 23:00,0,19.3385,-258.17,14.0686,-256.835,16.1688,-256.24
08-02 0:00,0,9.10962,-263.829,7.29158,-261.011,7.87247,-260.796
08-02 1:00,0,11.3686,-262.58,8.78831,-260.089,9.70463,-259.79
08-02 2:00,0,23.4116,-255.914,16.7674,-255.171,19.4727,-254.425
08-02 3:00,0,40.848,-246.243,28.3199,-248.042,33.6173,-246.646
08-02 4:00,0,65.5181,-232.519,44.6654,-237.937,53.634,-235.615
08-02 5:00,0,38.0962,-247.771,26.4966,-249.168,31.3848,-247.874
08-02 6:00,111,9.10972,-263.829,7.29158,-261.011,7.87253,-260.796
08-02 7:00,248,-2642.37,82.9265,-2617.16,63.7626,-2640.16,94.3052
08-02 8:00,380,-3830.05,600.502,-3841.59,548.401,-3850.1,626.041
08-02 9:00,463,-4556.76,1021.66,-4595.21,948.008,-4589.95,1064.81
08-02 10:00,565,-5476.84,1614.91,-5506.18,1504.46,-5492.36,1686.25
08-02 11:00,708,-6841.13,2679.09,-6828.05,2481.05,-6784.59,2785.94
08-02 12:00,753,-7214.95,3052.69,-7211.31,2840.92,-7152.64,3186.78
08-02 13:00,753,-7148.98,3042.17,-7164.25,2839.48,-7097.24,3175.17
08-02 14:00,768,-7205.7,3160.12,-7240.69,2961.67,-7167.72,3308.87
08-02 15:00,706,-6608.39,2624.17,-6675.27,2475.57,-6624.93,2762.43
08-02 16:00,565,-5205.21,1617.57,-5326.68,1531.97,-5289.45,1698.72
08-02 17:00,390,-3462.81,734.954,-3632.22,682.692,-3572.44,749.329
08-02 18:00,210,-1687.08,193.513,-1869.73,142.645,-1803.22,162.647
08-02 19:00,67,403.375,-46.4019,268.015,-100.945,328.672,-91.4313
08-02 20:00,6,297.186,-107.999,197.801,-145.472,242.214,-140.477
08-02 21:00,0,152.055,-187.336,102.085,-205.587,124.174,-203.269
08-02 22:00,0,109.286,-211.423,73.6697,-223.296,89.1524,-219.315
08-02 23:00,0,60.5859,-235.266,41.3974,-239.959,49.6318,-237.822
08-03 0:00,0,30.1477,-252.181,21.2302,-252.418,24.9368,-251.422
08-03 1:00,0,14.2592,-260.981,10.7033,-258.909,12.049,-258.503
08-03 2:00,0,9.10962,-263.829,7.29158,-261.011,7.87247,-260.796
08-03 3:00,0,9.10957,-263.829,7.29158,-261.011,7.87244,-260.796
08-03 4:00,0,13.2646,-261.531,10.0445,-259.315,11.2424,-258.946
08-03 5:00,0,13.3966,-261.458,10.1319,-259.261,11.3495,-258.887
08-03 6:00,96,9.10961,-263.829,7.29158,-261.011,7.87246,-260.796
08-03 7:00,220,-2340.7,6.89167,-2319.4,-7.15956,-2340.07,15.4022
08-03 8:00,369,-3651.7,567.405,-3688.37,518.726,-3673.85,586.917
08-03 9:00,493,-4792.04,1194.45,-4847.2,1113.56,-4826.97,1242.65
08-03 10:00,571,-5527.21,1673.24,-5588.69,1569.91,-5547.25,1742.13
08-03 11:00,644,-6230.61,2185.43,-6272.55,2046.92,-6226.05,2278.31
08-03 12:00,728,-7007.45,2861.84,-7017.36,2663.37,-6964.66,2985.17
08-03 13:00,656,-6290.53,2270.01,-6335.69,2126.79,-6304.7,2380.31
08-03 14:00,475,-4406.18,1114.41,-4534.38,1049.16,-4490.57,1158.02
08-03 15:00,359,-3160.28,624.19,-3341.59,573.635,-3278.5,629.463
08-03 16:00,224,-1693.87,274.879,-1927.6,214.182,-1822.77,241.195
08-03 17:00,113,689.225,117.125,456.15,17.0176,560.934,39.2236
08-03 18:00,61,589.505,56.9337,390.333,-25.7532,479.654,-8.09523
08-03 19:00,23,417.43,-41.6267,277.264,-98.4394,339.583,-85.2729
08-03 20:00,2,310.084,-100.58,206.769,-143.231,252.756,-134.571
08-03 21:00,0,94.7406,-216.156,64.2395,-229.192,77.4905,-225.798
08-03 22:00,0,53.5071,-235.821,36.8708,-242.799,43.9848,-240.961
08-03 23:00,0,37.3737,-244.782,26.167,-249.412,30.8787,-248.179
08-04 0:00,0,10.9754,-259.4,8.65327,-260.214,9.43835,-259.962
08-04 1:00,0,12.7138,-258.439,9.80669,-259.503,10.8501,-259.187
08-04 2:00,0,20.0171,-254.399,14.6521,-256.517,16.7814,-255.93
08-04 3:00,0,24.2628,-252.049,17.4688,-254.78,20.2295,-254.035
08-04 4:00,0,35.4191,-245.866,24.8704,-250.213,29.291,-249.052
08-04 5:00,0,36.3286,-245.361,25.4738,-249.84,30.0298,-248.646
08-04 6:00,112,12.5684,-258.519,9.71011,-259.562,10.732,-259.252
08-04 7:00,272,-2901.46,144.14,-2859.87,121.092,-2890.94,159.413
08-04 8:00,446,-4616.83,869.307,-4553.5,790.948,-4596.89,914.286
08-04 9:00,601,-6095.49,1834.23,-6014.53,1680.57,-6048.96,1924.64
08-04 10:00,694,-6902.78,2553.49,-6822.2,2344.49,-6823.06,2669.87
08-04 11:00,678,-6621.01,2406.7,-6584.11,2227.08,-6573.55,2518.87
08-04 12:00,552,-5314.19,1507.52,-5337.82,1404.23,-5343.85,1583.86
08-04 13:00,493,-4673.14,1180.66,-4751.19,1106.53,-4742.84,1238.32
08-04 14:00,426,-3943.73,868.324,-4073.62,812.476,-4035.78,899.221
08-04 15:00,311,-2683.61,452.645,-2864.57,404.417,-2794.4,445.788
08-04 16:00,260,-2098.36,337.184,-2308.62,283.68,-2221.72,313.797
08-04 17:00,224,-1723.5,263.962,-1944.81,205.641,-1852.87,230.684
08-04 18:00,165,619.746,75.106,410.362,-12.7758,504.379,6.25528
08-04 19:00,60,417.394,-41.6478,277.24,-98.4547,339.551,-85.291
08-04 20:00,5,329.952,-89.1097,219.93,-134.906,268.934,-125.425
08-04 21:00,0,203.724,-158.082,136.31,-184.198,166.198,-179.821
08-04 22:00,0,119.835,-205.502,80.6583,-218.952,97.7151,-214.568
08-04 23:00,0,68.4547,-230.882,46.6109,-236.733,56.017,-234.3
08-05 0:00,0,20.5918,-257.477,14.8987,-256.323,17.1853,-255.682
08-05 1:00,0,9.10972,-263.829,7.29158,-261.011,7.87253,-260.796
08-05 2:00,0,10.3173,-263.161,8.09177,-260.518,8.85197,-260.258
08-05 3:00,0,21.799,-256.807,15.699,-255.83,18.1646,-255.144
08-05 4:00,0,32.818,-250.7,22.9996,-251.326,27.103,-250.23
08-05 5:00,0,25.3253,-254.854,18.0352,-254.389,21.025,-253.572
08-05 6:00,114,66.2259,-232.124,45.1346,-237.646,54.2084,-235.298
08-05 7:00,272,-2671.51,232.191,-2734.73,199.541,-2712.99,235.406
08-05 8:00,445,-4275.17,943.751,-4351.08,878.629,-4316.81,975.803
08-05 9:00,605,-5787.58,1903.91,-5866.12,1793.62,-5816.34,1987.6
08-05 10:00,728,-6897.58,2849.46,-6952.74,2673.71,-6869.32,2964.99
08-05 11:00,766,-7250.95,3181.58,-7293.82,2980.72,-7205.08,3315.73
08-05 12:00,744,-7063.09,2987.62,-7110.08,2802.66,-7033.44,3119.76
08-05 13:00,683,-6441.08,2471.95,-6525.38,2335.46,-6465.13,2593.02
08-05 14:00,516,-4737.24,1346.45,-4885.85,1275.78,-4834.44,1405.1
08-05 15:00,401,-3550.11,803.13,-3740.41,749.076,-3668.82,818.314
08-05 16:00,371,-3213.17,689.007,-3419.33,636.645,-3331.49,692.901
08-05 17:00,285,-2314.17,419.223,-2539.19,364.287,-2443.92,399.113
08-05 18:00,168,697.749,122.308,461.775,20.69,567.885,43.2903
08-05 19:00,57,494.705,0.47111,327.823,-66.0384,402.517,-52.608
08-05 20:00,4,373.354,-67.3408,248.227,-116.922,303.858,-105.605
08-05 21:00,0,227.384,-148.016,151.664,-174.533,185.171,-169.173
08-05 22:00,0,145.341,-191.121,97.6379,-208.358,118.722,-206.303
08-05 23:00,0,86.2161,-220.922,58.5938,-232.694,70.5752,-229.623
08-06 0:00,0,43.4195,-241.426,30.1782,-246.935,35.7898,-245.476
08-06 1:00,0,13.8555,-257.808,10.5641,-259.036,11.7773,-258.678
08-06 2:00,0,9.00779,-260.487,7.34798,-261.017,7.84051,-260.839
08-06 3:00,0,9.00776,-260.487,7.34798,-261.017,7.84049,-260.839
08-06 4:00,0,10.0359,-259.919,8.03009,-260.597,8.67542,-260.381
08-06 5:00,0,9.02241,-260.479,7.35769,-261.011,7.85238,-260.833
08-06 6:00,93,13.8601,-257.805,10.5672,-259.034,11.781,-258.676
08-06 7:00,229,-2339.79,71.3335,-2361.89,49.5263,-2361.34,74.6979
08-06 8:00,363,-3568.97,546.132,-3613.41,499.036,-3595.41,564.074
08-06 9:00,422,-4140.58,815.544,-4186.95,754.003,-4172.06,845.714
08-06 10:00,521,-5092.85,1358.17,-5135.84,1265.3,-5115.05,1412.8
08-06 11:00,620,-6011.83,2014.54,-6046.23,1879.33,-6009.68,2096.48
08-06 12:00,536,-5143.63,1449.31,-5213.13,1358.16,-5187.5,1512.44
08-06 13:00,515,-4890.52,1325.81,-4978.87,1244.93,-4948.72,1382.66
08-06 14:00,561,-5311.43,1607.9,-5403.38,1514.51,-5371.15,1683.2
08-06 15:00,505,-4706.15,1278.73,-4828.7,1205.73,-4781.86,1330.41
08-06 16:00,402,-3687.48,765.778,-3814.15,711.119,-3766.06,784.614
08-06 17:00,279,-2480.17,317.52,-2618.26,275.316,-2571.25,309.725
08-06 18:00,156,378.059,-57.8163,251.728,-111.347,308.477,-102.951
08-06 19:00,48,204.136,-157.853,136.52,-184.066,166.446,-179.682
08-06 20:00,4,107.967,-212.163,72.796,-223.839,88.0819,-219.908
08-06 21:00,0,57.2709,-237.112,39.201,-241.318,46.9419,-239.306
08-06 22:00,0,41.7038,-245.768,28.8868,-247.692,34.3116,-246.264
08-06 23:00,0,34.9526,-249.515,24.4138,-250.454,28.8346,-249.278
08-07 0:00,0,24.6114,-255.249,17.5622,-254.681,20.4459,-253.89
08-07 1:00,0,17.5222,-259.175,12.8653,-257.577,14.6956,-257.05
08-07 2:00,0,12.182,-262.13,9.32715,-259.757,10.3643,-259.428
08-07 3:00,0,9.19352,-263.783,7.34719,-260.976,7.94052,-260.758
08-07 4:00,0,9.10957,-263.829,7.29158,-261.011,7.87244,-260.796
08-07 5:00,0,9.10957,-263.829,7.29158,-261.011,7.87244,-260.796
08-07 6:00,45,9.10957,-263.829,7.29158,-261.011,7.87244,-260.796
08-07 7:00,129,10.1715,-263.242,7.99517,-260.577,8.73371,-260.323
08-07 8:00,250,-2591.54,109.829,-2591.09,87.693,-2601.71,118.334
08-07 9:00,374,-3691.38,587.942,-3739.57,540.035,-3722.28,609.836
08-07 10:00,485,-4756.5,1145.16,-4798.51,1064.85,-4787,1192.66
08-07 11:00,587,-5702.75,1762.93,-5723.09,1640.36,-5706.28,1839.08
08-07 12:00,694,-6649.5,2557.51,-6671.88,2385.97,-6609.84,2656.42
08-07 13:00,684,-6493.04,2467.64,-6540.28,2315.01,-6484.39,2577.17
08-07 14:00,563,-5307.68,1603.05,-5387.96,1507.35,-5360.79,1678.82
08-07 15:00,452,-4155.22,985.926,-4269.33,921.884,-4232.48,1020.14
08-07 16:00,373,-3322.97,674.702,-3496.6,623.272,-3436.77,684.472
08-07 17:00,257,-2109.45,315.55,-2305.13,264.443,-2225.93,293.877
08-07 18:00,107,579.689,54.4134,384.558,-29.5248,472.368,-12.3289
08-07 19:00,25,438.132,-29.4827,290.975,-89.6695,356.967,-78.735
08-07 20:00,1,363.734,-72.9347,241.862,-120.964,296.031,-110.049
08-07 21:00,0,158.525,-183.683,106.374,-202.911,129.444,-200.335
08-07 22:00,0,72.944,-228.332,49.7873,-238.152,59.7892,-235.583
08-07 23:00,0,41.4697,-242.509,28.8846,-247.734,34.206,-246.348
08-08 0:00,0,26.1001,-251.031,18.6877,-254.028,21.7218,-253.215
08-08 1:00,0,18.4468,-255.268,13.6102,-257.159,15.506,-256.631
08-08 2:00,0,17.117,-256.004,12.728,-257.703,14.4261,-257.224
08-08 3:00,0,11.3008,-259.22,8.86927,-260.08,9.70265,-259.817
08-08 4:00,0,9.00777,-260.487,7.34798,-261.017,7.8405,-260.839
08-08 5:00,0,9.00776,-260.487,7.34798,-261.017,7.84049,-260.839
08-08 6:00,99,66.4517,-228.617,45.4592,-237.486,54.5017,-235.162
08-08 7:00,256,-2479.17,191.357,-2551.13,159.533,-2525.42,191.134
08-08 8:00,440,-4220.23,938.581,-4318.31,875.828,-4273.06,968.545
08-08 9:00,610,-5812.69,1945.69,-5886.71,1826.36,-5833.09,2023.48
08-08 10:00,748,-7040.32,3022.81,-7092.94,2829.74,-7007.19,3145.53
08-08 11:00,842,-7816.91,3888.33,-7854.47,3624.21,-7721.12,4029.15
08-08 12:00,885,-8140.51,4312.22,-8175.49,4015.59,-8019.1,4467.82
08-08 13:00,851,-7861.02,3966.53,-7906.27,3705.51,-7774.72,4124.9
08-08 14:00,757,-7073.59,3088.52,-7142.4,2906.1,-7068.73,3241.77
08-08 15:00,663,-6183.5,2317.02,-6287.81,2192.78,-6235.72,2436.44
08-08 16:00,545,-4998.71,1517.6,-5152.07,1442.37,-5103.11,1591.37
08-08 17:00,378,-3368.1,695.368,-3545.01,643.666,-3492.87,708.122
08-08 18:00,199,-1575.14,170.027,-1756.24,118.906,-1690.1,137.091
08-08 19:00,60,448.855,-19.731,298.161,-81.6835,366.33,-73.2788
08-08 20:00,4,378.752,-60.7652,251.734,-111.306,308.613,-102.853
08-08 21:00,0,248.339,-136.052,165.456,-165.87,202.113,-159.668
08-08 22:00,0,168.008,-178.329,112.609,-199.02,137.097,-196.071
08-08 23:00,0,98.2961,-214.167,66.5982,-227.728,80.3796,-224.199
08-09 0:00,0,94.2069,-216.455,63.8829,-229.413,77.0573,-226.038
08-09 1:00,0,58.2801,-233.166,40.0375,-240.841,47.8625,-238.824
08-09 2:00,0,26.5941,-250.758,19.0152,-253.826,22.123,-252.995
08-09 3:00,0,42.1067,-242.155,29.3073,-247.473,34.7234,-246.063
08-09 4:00,0,15.8988,-256.678,11.9196,-258.201,13.4366,-257.767
08-09 5:00,0,9.00783,-260.487,7.34798,-261.017,7.84053,-260.839
08-09 6:00,53,109.815,-204.388,74.2294,-219.645,89.7418,-215.676
08-09 7:00,109,300.883,-102.481,200.264,-140.594,244.891,-132.204
08-09 8:00,174,489.452,4.19417,324.928,-64.5671,398.264,-48.2746
08-09 9:00,285,-2468.44,385.942,-2657.61,336.442,-2575.96,372.95
08-09 10:00,388,-3506.19,749.802,-3683.72,696.114,-3610.03,761.307
08-09 11:00,382,-3429.08,727.699,-3612.31,674.537,-3536.2,737.177
08-09 12:00,340,-2918.05,583.308,-3131.21,531.05,-3042.65,579.107
08-09 13:00,308,-2497.91,504.16,-2741,447.517,-2635.06,486.664
08-09 14:00,249,-1832.59,388.07,-2120.15,317.793,-1994.23,348.691
08-09 15:00,158,936.506,262.488,619.321,117.619,762.811,151.357
08-09 16:00,84,962.63,275.558,635.58,128.492,783.154,163.509
08-09 17:00,74,901.66,237.327,595.429,101.776,733.399,133.827
08-09 18:00,67,794.155,170.694,524.832,55.1363,645.998,82.0699
08-09 19:00,30,634.358,80.2379,421.021,-12.7737,516.658,9.75022
08-09 20:00,2,546.28,31.0081,362.758,-47.0232,444.85,-28.3391
08-09 21:00,0,423.422,-38.097,281.471,-95.7537,344.765,-82.3161
08-09 22:00,0,375.87,-65.8725,249.98,-115.808,306.034,-104.37
08-09 23:00,0,317.07,-96.5437,211.488,-140.247,258.557,-131.293
08-10 0:00,0,231.533,-142.245,154.8,-172.602,188.907,-167.103
08-10 1:00,0,148.794,-189.178,99.9514,-206.917,121.574,-204.718
08-10 2:00,0,78.3931,-225.289,53.425,-235.898,64.2446,-233.122
08-10 3:00,0,40.9305,-242.807,28.5378,-247.948,33.7814,-246.581
08-10 4:00,0,34.5444,-246.35,24.2991,-250.566,28.5917,-249.437
08-10 5:00,0,36.9874,-244.995,25.9207,-249.564,30.577,-248.345
08-10 6:00,46,59.2276,-232.638,40.6825,-240.442,48.6523,-238.388
08-10 7:00,116,131.358,-192.295,88.5214,-210.757,107.254,-205.963
08-10 8:00,258,-2489.72,200.302,-2565.28,167.818,-2537.71,199.87
08-10 9:00,428,-4076.73,882.188,-4183.32,822.783,-4135.49,909.048
08-10 10:00,601,-5703.16,1882.24,-5786.65,1769.35,-5731.65,1957.87
08-10 11:00,715,-6747.79,2744.39,-6805.65,2569.73,-6724.3,2849.55
08-10 12:00,664,-6208.6,2330.83,-6301.6,2196.29,-6229.34,2427.37
08-10 13:00,574,-5361.78,1694.14,-5474.88,1601.1,-5427.52,1770.92
08-10 14:00,504,-4745.2,1268.81,-4852.03,1193.78,-4813.83,1321.63
08-10 15:00,453,-4255.79,991.765,-4364.37,929.345,-4334.87,1031.55
08-10 16:00,402,-3731.69,754.361,-3851.86,701.704,-3811.19,777.025
08-10 17:00,272,-2404.6,298.109,-2544,256.05,-2496.35,288.691
08-10 18:00,124,458.073,-14.3192,304.176,-77.8527,373.232,-65.9645
08-10 19:00,34,341.336,-82.4995,226.993,-127.009,278.15,-120.15
08-10 20:00,1,282.879,-116.25,188.265,-151.51,230.139,-143.904
08-10 21:00,0,69.4474,-230.298,47.3226,-236.269,57.0047,-237.131
08-10 22:00,0,34.7459,-249.597,24.3386,-250.476,28.8235,-252.669
08-10 23:00,0,18.589,-258.55,13.6386,-257.076,15.7063,-259.884
08-11 0:00,0,10.7354,-262.895,8.43762,-260.281,9.33103,-263.387
08-11 1:00,0,9.0839,-263.808,7.34393,-260.954,7.99042,-264.123
08-11 2:00,0,9.05766,-263.822,7.32657,-260.965,7.96913,-264.135
08-11 3:00,0,9.05766,-263.822,7.32657,-260.965,7.96912,-264.135
08-11 4:00,0,9.05766,-263.822,7.32657,-260.965,7.96912,-264.135
08-11 5:00,0,9.05766,-263.822,7.32657,-260.965,7.96912,-264.135
08-11 6:00,55,10.9277,-262.789,8.56506,-260.202,9.48715,-263.301
08-11 7:00,112,38.0439,-247.766,26.5233,-249.127,31.5014,-251.195
08-11 8:00,119,124.294,-199.603,83.6461,-213.728,101.561,-212.46
08-11 9:00,149,265.444,-119.513,177.096,-155.243,216.299,-148.338
08-11 10:00,227,-1997.68,184.369,-2139.9,142.874,-2076.85,169.177
08-11 11:00,249,-2186.04,255.093,-2336.56,211.704,-2273.17,240.55
08-11 12:00,318,-2882.24,458.584,-3032.27,412.445,-2969.06,457.281
08-11 13:00,327,-2995.14,483.251,-3145.07,437.417,-3084.76,485.391
08-11 14:00,253,-2146.99,278.519,-2319.24,231.668,-2247.44,261.365
08-11 15:00,240,-1991.28,253.257,-2166.32,205.564,-2097.65,231.571
08-11 16:00,188,603.465,68.6634,400.276,-19.3515,491.774,-1.07802
08-11 17:00,135,482.572,-3.3175,320.359,-70.8637,393.174,-57.9919
08-11 18:00,90,373.548,-67.2277,248.354,-116.841,304.016,-105.516
08-11 19:00,29,252.964,-133.4,168.588,-163.9,205.961,-157.507
08-11 20:00,1,166.002,-179.46,111.328,-199.819,135.524,-196.947
08-11 21:00,0,12.0476,-262.169,9.30923,-259.744,10.3993,-262.8
08-11 22:00,0,9.05519,-263.824,7.32656,-260.965,7.96913,-264.135
08-11 23:00,0,9.05519,-263.824,7.32656,-260.965,7.96913,-264.135
08-12 0:00,0,9.05519,-263.824,7.32656,-260.965,7.96913,-264.135
08-12 1:00,0,13.2687,-261.494,10.1182,-259.245,11.391,-262.255
08-12 2:00,0,23.0949,-256.055,16.6286,-255.232,19.3714,-257.869
08-12 3:00,0,53.1103,-239.394,36.5157,-242.954,43.7534,-244.444
08-12 4:00,0,84.5276,-221.88,57.332,-230.068,69.2815,-230.346
08-12 5:00,0,90.4665,-218.56,61.2669,-227.628,74.1079,-227.676
08-12 6:00,100,24.1492,-255.471,17.3271,-254.802,20.2277,-257.399
08-12 7:00,260,-2765.45,108.561,-2729.43,87.7093,-2766.04,121.388
08-12 8:00,437,-4487.84,842.28,-4460,772.174,-4498.1,888.523
08-12 9:00,600,-6006.87,1843.19,-5977.42,1707.78,-5999.09,1942.2
08-12 10:00,729,-7168.33,2867.96,-7107.12,2638.15,-7086.8,2993.41
08-12 11:00,798,-7748.95,3498.61,-7677.95,3207.7,-7612.76,3625.62
08-12 12:00,626,-6175.67,2029.02,-6152.06,1879.63,-6169.37,2136.52
08-12 13:00,518,-5033.27,1312.82,-5065.48,1223.3,-5076.83,1380.81
08-12 14:00,564,-5439.39,1602.02,-5475.95,1496.12,-5472.18,1681.22
08-12 15:00,483,-4555.21,1128.98,-4638.42,1057.3,-4617.35,1177.71
08-12 16:00,369,-3373.24,621.565,-3498.89,572.249,-3464.82,635.41
08-12 17:00,244,-2114.28,235.132,-2265.96,191.454,-2212.08,218.248
08-12 18:00,133,416.325,-38.8279,276.575,-95.4882,339.216,-85.4163
08-12 19:00,40,256.537,-131.36,170.877,-162.461,208.773,-155.926
08-12 20:00,2,168.926,-177.81,113.217,-198.64,137.843,-195.655
08-12 21:00,0,39.4945,-246.961,27.4839,-248.534,32.6793,-250.546
08-12 22:00,0,9.05778,-263.823,7.32657,-260.965,7.9692,-264.135
08-12 23:00,0,20.5236,-257.479,14.9201,-256.286,17.2769,-259.021
08-13 0:00,0,51.7473,-240.153,35.5986,-243.521,42.6286,-245.064
08-13 1:00,0,101.969,-212.125,68.8598,-222.916,83.4214,-222.519
08-13 2:00,0,136.269,-192.869,91.5762,-208.793,111.292,-207.054
08-13 3:00,0,163.798,-177.348,109.789,-197.439,133.644,-194.616
08-13 4:00,0,196.229,-158.985,131.264,-184.016,160.008,-179.903
08-13 5:00,0,164.463,-176.973,110.227,-197.166,134.184,-194.315
08-13 6:00,80,89.0555,-219.352,60.2969,-228.23,72.9177,-228.335
08-13 7:00,206,-2203.42,-32.0305,-2181.36,-43.4915,-2202.05,-24.4281
08-13 8:00,358,-3739.13,463.28,-3702.53,417.404,-3741.74,491.457
08-13 9:00,509,-5190.76,1231.37,-5125.63,1124.45,-5177.59,1296.08
08-13 10:00,610,-6082.25,1900.85,-6034.66,1752.78,-6047.91,1991.2
08-13 11:00,635,-6246.91,2082.47,-6215.32,1926.17,-6209.67,2175.92
08-13 12:00,595,-5843.15,1790.79,-5828.38,1660.96,-5831.05,1876.46
08-13 13:00,442,-4234.34,889.033,-4280.14,824.763,-4285.4,930.42
08-13 14:00,339,-3172,482.246,-3264.59,437.991,-3249.49,492.798
08-13 15:00,337,-3106.08,485.106,-3223.63,441.226,-3189.19,493.45
08-13 16:00,272,-2431.49,290.028,-2561.67,249.146,-2518.87,281.919
08-13 17:00,183,426.799,-32.7028,283.376,-91.1494,347.596,-80.6316
08-13 18:00,90,280.593,-117.563,186.754,-152.463,228.282,-144.95
08-13 19:00,20,97.1129,-214.829,65.8141,-228.215,79.4216,-224.73
08-13 20:00,1,14.6925,-257.345,11.1194,-258.694,12.457,-258.305
08-13 21:00,0,9.00776,-260.487,7.34798,-261.017,7.84049,-260.839
08-13 22:00,0,9.00776,-260.487,7.34798,-261.017,7.84049,-260.839
08-13 23:00,0,12.351,-258.639,9.56601,-259.651,10.5555,-259.349
08-14 0:00,0,26.7102,-250.693,19.0925,-253.778,22.2173,-252.943
08-14 1:00,0,47.8903,-238.943,33.1444,-245.103,39.4216,-243.476
08-14 2:00,0,69.2247,-227.072,47.2987,-236.347,56.7547,-233.918
08-14 3:00,0,102.459,-208.508,69.348,-222.677,83.7625,-218.988
08-14 4:00,0,149.174,-182.269,100.324,-203.405,121.718,-197.926
08-14 5:00,0,142.554,-185.998,95.9324,-206.142,116.336,-200.918
08-14 6:00,54,22.8268,-252.844,16.5161,-255.367,19.0633,-254.676
08-14 7:00,146,29.3219,-249.246,20.8252,-252.709,24.3386,-251.776
08-14 8:00,248,-2436.13,156.011,-2493.97,126.882,-2475.51,156.644
08-14 9:00,369,-3611.81,588.952,-3677.1,540.393,-3658.37,608.124
08-14 10:00,512,-4993.84,1281.97,-5034.17,1196.73,-5020.9,1339.78
08-14 11:00,641,-6260.82,2146.99,-6252.89,1991.36,-6241.77,2244.98
08-14 12:00,658,-6383.07,2275,-6382.11,2112.47,-6359.51,2375.27
08-14 13:00,530,-5065.98,1395.8,-5124.87,1305.47,-5106,1457.55
08-14 14:00,430,-3946.87,877.382,-4071.35,820.694,-4024.31,905.602
08-14 15:00,377,-3353.22,677.781,-3514.73,626.734,-3450.33,687.727
08-14 16:00,306,-2595.46,462.275,-2803.99,410.544,-2719.85,450.601
08-14 17:00,210,-1590.14,229.783,-1808.48,171.248,-1711.95,196.016
08-14 18:00,97,605.274,69.7495,401.471,-18.5767,493.251,-0.221228
08-14 19:00,25,458.184,-17.695,304.236,-81.1915,373.299,-69.3882
08-14 20:00,1,392.89,-55.9581,261.149,-108.705,319.755,-96.5674
