Time_stamp,RPF_Flag,Total_RPF,P (kW),Q (kvar),V1,V2,V3,EnergyCost_USD_per_kWh
07-02 18:00,0,0,401.944,-568.976,0.9966034651,0.9965943052,0.9966022577,0.0999
07-02 19:00,0,0,724.933,-390.953,1.000290318,1.000284823,1.000293066,0.0999
07-02 20:00,0,0,652.758,-433.228,0.9992689081,0.9992646612,0.9992724888,0.0999
07-02 21:00,0,0,583.79,-473.493,0.998362829,0.998360081,0.9983677004,0.0999
07-02 22:00,0,0,519.032,-511.192,0.9975258238,0.9975250327,0.9975324439,0.0481
07-02 23:00,0,0,415.035,-571.51,0.9962044689,0.996204677,0.996212005,0.0481
07-03 0:00,0,0,202.3097,-690.672,0.9939739955,0.9939752445,0.9939806572,0.0481
07-03 1:00,0,0,77.5111,-758.667,0.9924161906,0.9924168984,0.9924228107,0.0481
07-03 2:00,0,0,81.2938,-756.513,0.9924074471,0.9924093207,0.9924157743,0.0481
07-03 3:00,0,0,97.9468,-747.018,0.9926506837,0.9926528487,0.9926606763,0.0481
07-03 4:00,0,0,103.002,-744.135,0.9929168616,0.992918527,0.9929278118,0.0481
07-03 5:00,0,0,79.7236,-757.407,0.9927295003,0.9927354542,0.9927436565,0.0481
07-03 6:00,0,0,151.6745,-716.338,0.9938984681,0.9939077945,0.9939152057,0.0481
07-03 7:00,1,-7651.15,-7651.15,467.331,0.9654545298,0.9654186814,0.9654360435,0.0703
07-03 8:00,1,-7601.2,-7601.2,575.675,0.9662761714,0.9662707588,0.9662770874,0.0703
07-03 9:00,1,-7019.73,-7019.73,231.5376,0.9661215776,0.9661358587,0.9661341932,0.0703
07-03 10:00,1,-8360.67,-8360.67,639.7,0.9634961466,0.9634770358,0.9634859042,0.0703
07-03 11:00,1,-7066.92,-7066.92,393.269,0.9687530874,0.9687154902,0.9687312286,0.0703
07-03 12:00,1,-16984.66,-16984.66,5139.1,0.951758005,0.9516662396,0.95169501,0.0703
07-03 13:00,1,-15011.33,-15011.33,4007.95,0.9539369749,0.9538507054,0.9538772274,0.0703
07-03 14:00,1,-14794.3,-14794.3,3943.39,0.9539280648,0.9538500809,0.9538719397,0.0703
07-03 15:00,1,-12338.85,-12338.85,2717.599,0.9559426564,0.9559225879,0.9559223381,0.0703
07-03 16:00,1,-10894.47,-10894.47,2162.597,0.9577105557,0.9577407416,0.9577207148,0.0703
07-03 17:00,1,-6105.81,-6105.81,525.727,0.9677090271,0.9677844713,0.967748831,0.0703
07-03 18:00,0,0,1325.352,-51.2345,1.000918104,1.00102594,1.000989051,0.0999
07-03 19:00,0,0,1548.7,80.5559,1.009518485,1.009536097,1.009538012,0.0999
07-03 20:00,0,0,1325.088,-54.7229,1.006950637,1.006965043,1.006967999,0.0999
07-03 21:00,0,0,1142.449,-164.2432,1.00488246,1.004895242,1.004898823,0.0999
07-03 22:00,0,0,983.128,-255.6954,1.003107233,1.003119307,1.003123387,0.0481
07-03 23:00,0,0,850.937,-333.8815,1.001557463,1.001569455,1.001573785,0.0481
07-04 0:00,0,0,492.774,-529.915,0.9977445368,0.9977549458,0.997756861,0.0481
07-04 1:00,0,0,133.1838,-726.903,0.993421821,0.9934269006,0.9934293987,0.0481
07-04 2:00,0,0,87.0181,-753.249,0.9928360048,0.9928410011,0.9928442487,0.0481
07-04 3:00,0,0,70.3388,-762.753,0.9927016043,0.9927063924,0.9927109724,0.0481
07-04 4:00,0,0,69.1314,-763.441,0.9928959604,0.9929001656,0.9929062444,0.0481
07-04 5:00,0,0,254.2037,-657.585,0.9948418528,0.9948577161,0.9948608388,0.0481
07-04 6:00,1,-5652.04,-5652.04,241.2917,0.9735684384,0.9735557811,0.9735646912,0.0481
07-04 7:00,1,-8840.93,-8840.93,1463.346,0.9682716938,0.9682359703,0.968251667,0.0703
07-04 8:00,1,-12900.83,-12900.83,3141.967,0.9606157794,0.9605452483,0.9605704796,0.0703
07-04 9:00,1,-7222.22,-7222.22,770.288,0.971545936,0.9715214541,0.9715331955,0.0703
07-04 10:00,1,-12647.12,-12647.12,2702.287,0.9575738652,0.9575402651,0.9575505491,0.0703
07-04 11:00,1,-8022.13,-8022.13,1002.922,0.9683000895,0.968297508,0.9682987155,0.0703
07-04 12:00,1,-8581.39,-8581.39,1253.719,0.9682932195,0.9682480447,0.9682634499,0.0703
07-04 13:00,1,-13966.59,-13966.59,3610.56,0.9569577381,0.9568902048,0.9569087327,0.0703
07-04 14:00,1,-17172.33,-17172.33,5707.43,0.9530786521,0.9530397226,0.9530440944,0.0703
07-04 15:00,1,-7929.49,-7929.49,1166.032,0.9658242561,0.9658852109,0.9658555662,0.0703
07-04 16:00,1,-10301.94,-10301.94,2064.725,0.9600284643,0.9600867129,0.9600549447,0.0703
07-04 17:00,1,-6029.37,-6029.37,710.369,0.9696198622,0.9697171235,0.969671907,0.0703
07-04 18:00,0,0,1648.677,138.15421,1.002653277,1.00280454,1.00275033,0.0999
07-04 19:00,0,0,1894.522,278.4471,1.013350481,1.013381,1.013377753,0.0999
07-04 20:00,0,0,1543.521,63.60685,1.009530393,1.009553751,1.009552543,0.0999
07-04 21:00,0,0,1256.474,-102.93537,1.006416033,1.006434769,1.006435185,0.0999
07-04 22:00,0,0,1137.681,-174.0228,1.005072944,1.005091721,1.005092429,0.0481
07-04 23:00,0,0,992.558,-250.1014,1.003493905,1.003512183,1.003513182,0.0481
07-05 0:00,0,0,663.251,-437.355,0.9996941349,0.9997089156,0.9997089572,0.0481
07-05 1:00,0,0,325.4055,-623.361,0.9956579985,0.9956677413,0.9956684907,0.0481
07-05 2:00,0,0,244.4249,-666.581,0.9946897155,0.9946991668,0.9947003743,0.0481
07-05 3:00,0,0,182.1008,-702.307,0.9939946052,0.9940028491,0.9940053889,0.0481
07-05 4:00,0,0,150.4838,-710.371,0.9939003833,0.9939075863,0.9939115417,0.0481
07-05 5:00,0,0,241.3476,-658.337,0.9933084882,0.9933544542,0.9933444616,0.0481
07-05 6:00,0,0,552.445,-485.155,0.9962016376,0.9962735427,0.996255223,0.0481
07-05 7:00,1,-7102.76,-7102.76,843.835,0.9712289624,0.9712310026,0.9712325014,0.0703
07-05 8:00,1,-13466.18,-13466.18,3448.56,0.9595513176,0.9594917784,0.9595109725,0.0703
07-05 9:00,1,-16727.68,-16727.68,5232.27,0.9548266494,0.954734551,0.9547631131,0.0703
07-05 10:00,1,-16172.28,-16172.28,4796.52,0.9534155277,0.9533683542,0.9533801372,0.0703
07-05 11:00,1,-10112.06,-10112.06,1719.55,0.9618311295,0.9618624397,0.9618479088,0.0703
07-05 12:00,1,-14289.17,-14289.17,3694.14,0.9548572101,0.954842471,0.9548413052,0.0703
07-05 13:00,1,-11594.11,-11594.11,2433.544,0.9600012345,0.9599654277,0.9599722559,0.0703
07-05 14:00,1,-11792.34,-11792.34,2602.66,0.9596855099,0.9596495366,0.9596541998,0.0703
07-05 15:00,1,-8668.54,-8668.54,1367.72,0.9644999866,0.9645259674,0.9645074811,0.0703
07-05 16:00,1,-5580.98,-5580.98,495.922,0.971226839,0.9713067381,0.971268225,0.0703
07-05 17:00,0,0,927.908,-274.9101,0.9955928384,0.995720827,0.9956711138,0.0703
07-05 18:00,0,0,1216.731,-106.21412,0.9993674185,0.9994867468,0.9994416135,0.0999
07-05 19:00,0,0,1579.95,99.55987,1.010144438,1.01016763,1.010165007,0.0999
07-05 20:00,0,0,1378.458,-22.5536,1.00781229,1.007832734,1.007830902,0.0999
07-05 21:00,0,0,1200.972,-129.24366,1.005826261,1.005844955,1.005843956,0.0999
07-05 22:00,0,0,1113.485,-181.5381,1.004840657,1.004860185,1.004859352,0.0481
07-05 23:00,0,0,953.752,-273.1077,1.003073258,1.003092077,1.003091578,0.0481
07-06 0:00,0,0,675.379,-430.262,0.9995507827,0.9995644393,0.9995651471,0.0481
07-06 1:00,0,0,409.036,-575.088,0.9963792977,0.9963892903,0.9963906227,0.0481
07-06 2:00,0,0,311.1519,-631.573,0.9951382584,0.9951472933,0.9951493751,0.0481
07-06 3:00,0,0,251.4666,-662.539,0.9945060182,0.9945141372,0.9945173431,0.0481
07-06 4:00,0,0,219.5356,-680.861,0.9943211134,0.9943281083,0.9943326882,0.0481
07-06 5:00,0,0,247.8912,-664.592,0.9941030666,0.9941259663,0.9941251335,0.0481
07-06 6:00,0,0,502.411,-517.651,0.9956103255,0.9956740699,0.9956587063,0.0481
07-06 7:00,0,0,1139.109,-152.6365,0.9997791136,0.9999216331,0.9998787898,0.0703
07-06 8:00,1,-7148.53,-7148.53,797.633,0.9673119878,0.9674411838,0.9673944267,0.0703
07-06 9:00,1,-16323.92,-16323.92,4706.66,0.9494488399,0.9495190795,0.9494874779,0.0703
07-06 10:00,1,-17691.31,-17691.31,5703.07,0.9489207725,0.9489747326,0.9489488351,0.0703
07-06 11:00,1,-20412.39,-20412.39,8013.21,0.9497451621,0.9497699354,0.9497548216,0.0703
07-06 12:00,1,-21283.68,-21283.68,9039.21,0.9517416421,0.9517562979,0.9517440986,0.0703
07-06 13:00,1,-19480.82,-19480.82,7414.4,0.9502059459,0.9502565334,0.9502290122,0.0703
07-06 14:00,1,-17386.45,-17386.45,5820.28,0.9500296598,0.9501144303,0.9500725447,0.0703
07-06 15:00,1,-14434.68,-14434.68,3922.82,0.9520811824,0.952162289,0.9521208197,0.0703
07-06 16:00,1,-10265.7,-10265.7,1965.43,0.9582346259,0.9583460434,0.958293499,0.0703
07-06 17:00,1,-6222.53,-6222.53,620.029,0.966537811,0.9666771245,0.9666150039,0.0703
07-06 18:00,0,0,1454.156,26.51308,0.9989498943,0.9991138146,0.9990521936,0.0999
07-06 19:00,0,0,1638.953,132.19541,1.010341043,1.010364775,1.010361986,0.0999
07-06 20:00,0,0,1371.036,-30.3759,1.007340931,1.007360167,1.007358668,0.0999
07-06 21:00,0,0,1183.133,-143.27854,1.005271463,1.005288617,1.005288118,0.0999
07-06 22:00,0,0,1058.324,-211.0418,1.003933662,1.003950608,1.0039504,0.0481
07-06 23:00,0,0,880.703,-316.3085,1.00193814,1.001953795,1.001954128,0.0481
07-07 0:00,0,0,553.794,-497.793,0.9977675615,0.9977754723,0.9977792611,0.0481
07-07 1:00,0,0,251.9645,-662.252,0.9941345849,0.9941382488,0.9941428288,0.0481
07-07 2:00,0,0,158.7931,-705.622,0.9930363564,0.9930391044,0.9930446003,0.0481
07-07 3:00,0,0,99.8656,-739.268,0.992395456,0.9923970798,0.9924039081,0.0481
07-07 4:00,0,0,84.5998,-747.97,0.992458451,0.9924592837,0.9924673194,0.0481
07-07 5:00,0,0,144.8837,-713.571,0.9910605694,0.9911114068,0.9911009562,0.0481
07-07 6:00,0,0,505.476,-509.165,0.9926119623,0.9927343717,0.992698898,0.0481
07-07 7:00,1,-6626.08,-6626.08,620.355,0.9683184092,0.9684133389,0.968381779,0.0703
07-07 8:00,1,-9789.74,-9789.74,1627.331,0.9612256195,0.9612895305,0.9612664643,0.0703
07-07 9:00,1,-9998.92,-9998.92,1445.935,0.959205532,0.959255953,0.9592365091,0.0703
07-07 10:00,1,-8905.46,-8905.46,1109.159,0.9621431901,0.9622014386,0.9621792051,0.0703
07-07 11:00,1,-9074.3,-9074.3,1186.402,0.9620713683,0.9621094651,0.96209381,0.0703
07-07 12:00,1,-11948.55,-11948.55,2271.025,0.9554116329,0.9554218754,0.9554139645,0.0703
07-07 13:00,1,-7456.96,-7456.96,660.723,0.9655294743,0.9655477525,0.9655382179,0.0703
07-07 14:00,1,-6652.15,-6652.15,355.227,0.966576574,0.9665870246,0.9665789889,0.0703
07-07 15:00,0,0,651.504,-427.383,0.9933080719,0.9934151176,0.9933771041,0.0703
07-07 16:00,0,0,666.86,-418.402,0.9924258501,0.9925427636,0.9924992541,0.0703
07-07 17:00,0,0,413.138,-566.003,0.9893810214,0.9894901073,0.9894470142,0.0703
07-07 18:00,0,0,749.302,-373.372,0.9930529275,0.9931608476,0.9931188786,0.0999
07-07 19:00,0,0,1116.662,-166.0518,1.00446964,1.004476219,1.0044793,0.0999
07-07 20:00,0,0,945.682,-267.6947,1.002415495,1.002420658,1.002424155,0.0999
07-07 21:00,0,0,810.729,-347.4007,1.000849904,1.000854984,1.000858648,0.0999
07-07 22:00,0,0,642.844,-445.861,0.9989236637,0.9989278689,0.998931866,0.0481
07-07 23:00,0,0,463.494,-546.907,0.9968302139,0.9968339611,0.9968379581,0.0481
07-08 0:00,0,0,247.8024,-664.643,0.9939844044,0.9939837382,0.9939906498,0.0481
07-08 1:00,0,0,75.4894,-753.16,0.9918790883,0.9918766318,0.9918842928,0.0481
07-08 2:00,0,0,72.0278,-755.132,0.9917767058,0.991775082,0.9917837423,0.0481
07-08 3:00,0,0,71.4054,-755.486,0.9918333306,0.9918318317,0.9918415744,0.0481
07-08 4:00,0,0,71.074,-755.676,0.9920809389,0.9920788987,0.9920898073,0.0481
07-08 5:00,0,0,87.5847,-746.269,0.9924918013,0.9924929255,0.9925030846,0.0481
07-08 6:00,0,0,159.1639,-705.409,0.9931199195,0.9931354497,0.9931403627,0.0481
07-08 7:00,1,-10437.85,-10437.85,1420.27,0.9583575349,0.9582999109,0.9583223943,0.0703
07-08 8:00,1,-14707.9,-14707.9,3585.95,0.9526238639,0.9525468376,0.9525731514,0.0703
07-08 9:00,1,-17963.89,-17963.89,5583.82,0.948803984,0.9487192967,0.9487463184,0.0703
07-08 10:00,1,-20302.98,-20302.98,7579.88,0.9490280264,0.9489445466,0.9489711935,0.0703
07-08 11:00,1,-20632.49,-20632.49,7917.22,0.9492547752,0.9491745846,0.9491994828,0.0703
07-08 12:00,1,-17486.83,-17486.83,5376.59,0.9488618162,0.9487961981,0.9488153506,0.0703
07-08 13:00,1,-14595.81,-14595.81,3574.61,0.9514673869,0.9514017688,0.951420838,0.0703
07-08 14:00,1,-17794.98,-17794.98,5825.86,0.9506688531,0.9505673866,0.9505967815,0.0703
07-08 15:00,1,-14587.31,-14587.31,3782.31,0.9529088195,0.9528198854,0.9528441591,0.0703
07-08 16:00,1,-10606.39,-10606.39,1880.697,0.9589388961,0.9588695724,0.9588866431,0.0703
07-08 17:00,1,-6199.8,-6199.8,398.827,0.9687439275,0.9687138664,0.9687176969,0.0703
07-08 18:00,0,0,1022.389,-222.1887,1.002062173,1.002087987,1.002084532,0.0999
07-08 19:00,0,0,1222.969,-102.47517,1.005422518,1.005429263,1.005434093,0.0999
07-08 20:00,0,0,1044.404,-209.1048,1.003311248,1.003316245,1.003321657,0.0999
07-08 21:00,0,0,867.879,-313.694,1.001302944,1.001306691,1.001312478,0.0999
07-08 22:00,0,0,750.508,-382.791,0.9999566488,0.9999608124,0.9999669745,0.0481
07-08 23:00,0,0,587.221,-478.326,0.9980305334,0.9980341973,0.9980404844,0.0481
07-09 0:00,0,0,285.8385,-646.139,0.9945385774,0.9945385774,0.9945460719,0.0481
07-09 1:00,0,0,83.0413,-752.188,0.9920629106,0.9920607039,0.9920688645,0.0481
07-09 2:00,0,0,74.7373,-756.919,0.9918989903,0.9918976163,0.9919066096,0.0481
07-09 3:00,0,0,73.4508,-757.653,0.9919384194,0.9919370038,0.9919473711,0.0481
07-09 4:00,0,0,72.844,-757.998,0.9921676663,0.9921656262,0.9921772009,0.0481
07-09 5:00,0,0,108.7175,-737.547,0.9925942671,0.9925991801,0.9926087564,0.0481
07-09 6:00,1,-6168.79,-6168.79,77.8249,0.9686618216,0.9686324267,0.968649081,0.0481
07-09 7:00,1,-10350.81,-10350.81,1729.54,0.961384377,0.9613360794,0.9613570222,0.0703
07-09 8:00,1,-14171.26,-14171.26,3601.86,0.9556743134,0.9556136916,0.9556362583,0.0703
07-09 9:00,1,-17746.64,-17746.64,5757.22,0.9514278744,0.9513436035,0.9513723739,0.0703
07-09 10:00,1,-15289.43,-15289.43,4121.71,0.9528796328,0.9528211344,0.9528413278,0.0703
07-09 11:00,1,-21305.16,-21305.16,8959.41,0.9517297759,0.9516772315,0.9516943022,0.0703
07-09 12:00,1,-21306.81,-21306.81,9116.27,0.9517397269,0.9517165357,0.9517221565,0.0703
07-09 13:00,1,-19479.8,-19479.8,7532.51,0.9507953844,0.9507907212,0.9507879733,0.0703
07-09 14:00,1,-17094.77,-17094.77,5735.57,0.9515367522,0.9515312562,0.9515275923,0.0703
07-09 15:00,1,-14153.52,-14153.52,3867.2,0.9538749375,0.9538671516,0.9538634043,0.0703
07-09 16:00,1,-10291.15,-10291.15,2008.406,0.9597381376,0.9597449659,0.9597353064,0.0703
07-09 17:00,1,-5979.75,-5979.75,588.921,0.9698262927,0.96985244,0.9698362853,0.0703
07-09 18:00,0,0,1427.536,7.0686,1.003817249,1.003897772,1.003874373,0.0999
07-09 19:00,0,0,1731.05,188.5196,1.010890969,1.010911204,1.010913452,0.0999
07-09 20:00,0,0,1611.027,115.161125,1.009451202,1.009470604,1.009473144,0.0999
07-09 21:00,0,0,1472.814,31.15698,1.007937656,1.007956225,1.00795939,0.0999
07-09 22:00,0,0,1336.024,-51.4836,1.006476738,1.006494724,1.00649868,0.0481
07-09 23:00,0,0,1123.384,-178.9882,1.004167864,1.004183519,1.00418839,0.0481
07-10 0:00,0,0,757.501,-385.494,1.000459568,1.000472142,1.000476514,0.0481
07-10 1:00,0,0,468.745,-543.854,0.9970347707,0.9970431812,0.9970483856,0.0481
07-10 2:00,0,0,410.732,-577.456,0.9962605107,0.996268713,0.9962747085,0.0481
07-10 3:00,0,0,355.5822,-609.316,0.9956002912,0.9956077024,0.9956148221,0.0481
07-10 4:00,0,0,324.6688,-623.787,0.9953728763,0.9953786637,0.9953873239,0.0481
07-10 5:00,0,0,345.7031,-611.662,0.9958563516,0.9958634297,0.9958722982,0.0481
07-10 6:00,0,0,618.794,-453.227,0.9989931956,0.9990123481,0.999017844,0.0481
07-10 7:00,1,-8542.87,-8542.87,1264.641,0.967864995,0.9678291881,0.9678467585,0.0703
07-10 8:00,1,-7485.77,-7485.77,1009.363,0.9718800636,0.9718497527,0.9718659074,0.0703
07-10 9:00,1,-6750.09,-6750.09,605.321,0.9727252711,0.9726900055,0.9727075759,0.0703
07-10 10:00,1,-12598.33,-12598.33,2736.846,0.9591941238,0.9591147243,0.9591438277,0.0703
07-10 11:00,1,-4365.74,-4365.74,90.0477,0.9797944949,0.9797901231,0.9797960354,0.0703
07-10 12:00,0,0,724.325,-388.031,0.9972839196,0.9973774337,0.9973512864,0.0703
07-10 13:00,1,-9706.12,-9706.12,1228.559,0.9579935544,0.9580794492,0.9580446832,0.0703
07-10 14:00,1,-4506.97,-4506.97,91.2316,0.9722502478,0.972412586,0.9723519225,0.0703
07-10 15:00,1,-5957.71,-5957.71,462.623,0.9678706574,0.9680196721,0.9679605076,0.0703
07-10 16:00,1,-10124.48,-10124.48,1836.948,0.9580385211,0.9581420695,0.9580953957,0.0703
07-10 17:00,1,-4291.48,-4291.48,196.2622,0.972747921,0.9728728701,0.9728203257,0.0703
07-10 18:00,0,0,1403.004,-4.4147,0.9998090082,0.9999475306,0.9998983587,0.0999
07-10 19:00,0,0,1727.585,186.3961,1.011372071,1.011394971,1.011395554,0.0999
07-10 20:00,0,0,1473.303,31.45266,1.00852343,1.008541958,1.00854379,0.0999
07-10 21:00,0,0,1121.211,-180.2845,1.004668452,1.004680984,1.004684398,0.0999
07-10 22:00,0,0,949.468,-275.6445,1.00273326,1.002744626,1.002748831,0.0481
07-10 23:00,0,0,787.084,-368.1112,1.000873179,1.000883921,1.000888292,0.0481
07-11 0:00,0,0,499.084,-526.252,0.9978201059,0.9978305981,0.9978325134,0.0481
07-11 1:00,0,0,236.6298,-671.055,0.994610316,0.9946171026,0.9946196424,0.0481
07-11 2:00,0,0,175.393,-706.147,0.9938297273,0.9938363474,0.9938395117,0.0481
07-11 3:00,0,0,90.3486,-744.694,0.9929644097,0.9929694893,0.9929741525,0.0481
07-11 4:00,0,0,68.9353,-756.893,0.9929238148,0.9929278951,0.9929340988,0.0481
07-11 5:00,0,0,173.742,-697.071,0.9929357226,0.9929702803,0.9929659086,0.0481
07-11 6:00,1,-6332.05,-6332.05,200.3228,0.9677836385,0.9678209443,0.9678108684,0.0481
07-11 7:00,1,-10173.49,-10173.49,1692.342,0.9600498235,0.9601070311,0.9600870043,0.0703
07-11 8:00,1,-14335.89,-14335.89,3660.39,0.9530830239,0.9531398568,0.9531165823,0.0703
07-11 9:00,1,-16960.77,-16960.77,5048.26,0.9490843181,0.9491205413,0.9491029293,0.0703
07-11 10:00,1,-20145.06,-20145.06,7572.93,0.9487991959,0.9488086889,0.9488005282,0.0703
07-11 11:00,1,-20182.29,-20182.29,7602.37,0.9488311306,0.9488402488,0.9488312971,0.0703
07-11 12:00,1,-20469.02,-20469.02,7962.98,0.9496864972,0.9496728823,0.9496708421,0.0703
07-11 13:00,1,-15685.43,-15685.43,4328.57,0.9513008019,0.9512728642,0.951275404,0.0703
07-11 14:00,1,-17482.68,-17482.68,5619.96,0.950807209,0.9507489189,0.9507597442,0.0703
07-11 15:00,1,-14509.69,-14509.69,3686.2,0.952163996,0.9521240673,0.9521274398,0.0703
07-11 16:00,1,-10271.96,-10271.96,1644.81,0.9577250866,0.9577366613,0.9577211312,0.0703
07-11 17:00,0,0,694.331,-405.612,0.9937044867,0.9938156127,0.993772478,0.0703
07-11 18:00,0,0,764.073,-364.6981,0.9929548334,0.9930879849,0.9930361482,0.0999
07-11 19:00,0,0,1066.65,-195.8657,1.004874424,1.004883168,1.004885208,0.0999
07-11 20:00,0,0,911.57,-287.881,1.002938274,1.002945894,1.002948267,0.0999
07-11 21:00,0,0,736.357,-391.097,1.000838413,1.000845199,1.000847739,0.0999
07-11 22:00,0,0,582.407,-481.131,0.998962968,0.9989695464,0.9989720862,0.0481
07-11 23:00,0,0,416.253,-574.265,0.9969425473,0.9969487511,0.9969512076,0.0481
07-12 0:00,0,0,212.2987,-685.008,0.9944381101,0.9944440224,0.9944446053,0.0481
07-12 1:00,0,0,75.7162,-753.031,0.9928026545,0.9928076508,0.99280865,0.0481
07-12 2:00,0,0,87.461,-746.34,0.9929145716,0.9929207753,0.9929222742,0.0481
07-12 3:00,0,0,136.1324,-718.571,0.9935416489,0.9935489768,0.9935516415,0.0481
07-12 4:00,0,0,176.0037,-695.778,0.994191626,0.9941992453,0.9942030758,0.0481
07-12 5:00,0,0,157.6039,-706.302,0.99148742,0.991552247,0.9915350931,0.0481
07-12 6:00,1,-5365.1,-5365.1,-250.3632,0.9672671876,0.9673623255,0.9673297663,0.0481
07-12 7:00,1,-9412.8,-9412.8,1036.836,0.9581426107,0.9582465338,0.9582070214,0.0703
07-12 8:00,1,-13737.68,-13737.68,3040.223,0.9515363358,0.9516291004,0.9515902958,0.0703
07-12 9:00,1,-16665.11,-16665.11,4629.4,0.9475761432,0.9476542937,0.947619153,0.0703
07-12 10:00,1,-20000,-20000,7270,0.9469444026,0.9470171821,0.9469841232,0.0703
07-12 11:00,1,-20000,-20000,7230,0.9468039233,0.9468800336,0.946844893,0.0703
07-12 12:00,1,-20000,-20000,7430,0.9476060377,0.9476886849,0.9476499635,0.0703
07-12 13:00,1,-18300,-18300,6020,0.9475640272,0.9476540022,0.9476107009,0.0703
07-12 14:00,1,-16064.65,-16064.65,4526.57,0.9485765691,0.9486750378,0.9486273232,0.0703
07-12 15:00,1,-15065.46,-15065.46,3974.21,0.9494753619,0.9495754128,0.9495255747,0.0703
07-12 16:00,1,-10320.13,-10320.13,1680.313,0.9560449973,0.956173652,0.9561136131,0.0703
07-12 17:00,1,-6487.55,-6487.55,414.803,0.9638964752,0.9640404103,0.9639756249,0.0703
07-12 18:00,0,0,981.256,-246.6091,0.9932389564,0.9934154091,0.9933469598,0.0999
07-12 19:00,0,0,1173.869,-131.87845,1.005978731,1.005991638,1.00599143,0.0999
07-12 20:00,0,0,924.43,-280.2737,1.003034953,1.003044529,1.003045112,0.0999
07-12 21:00,0,0,711.614,-405.609,1.000531515,1.000539134,1.000540175,0.0999
07-12 22:00,0,0,574.877,-485.519,0.9988722018,0.9988800294,0.9988809454,0.0481
07-12 23:00,0,0,423.647,-569.985,0.997044805,0.9970526325,0.9970533819,0.0481
07-13 0:00,0,0,211.8876,-685.244,0.9941506563,0.9941551113,0.994156527,0.0481
07-13 1:00,0,0,79.1715,-751.063,0.9925518818,0.9925554625,0.9925572945,0.0481
07-13 2:00,0,0,97.2261,-740.773,0.9927276267,0.9927325397,0.9927349546,0.0481
07-13 3:00,0,0,148.1514,-711.704,0.9933788112,0.9933848484,0.9933883874,0.0481
07-13 4:00,0,0,162.8078,-703.326,0.9937512437,0.9937569478,0.9937618192,0.0481
07-13 5:00,0,0,104.8201,-736.442,0.9906629472,0.9907249429,0.9907089131,0.0481
07-13 6:00,1,-6689.53,-6689.53,56.25104,0.9632141887,0.9632962946,0.9632672328,0.0481
07-13 7:00,1,-10038.34,-10038.34,1439.591,0.9577429067,0.9578461636,0.9578064846,0.0703
07-13 8:00,1,-14161.72,-14161.72,3483.1,0.9519078524,0.9520021575,0.9519628533,0.0703
07-13 9:00,1,-17618.17,-17618.17,5544.64,0.9481463876,0.9482264117,0.9481911461,0.0703
07-13 10:00,1,-20443.93,-20443.93,7942.44,0.9482987748,0.9483756762,0.9483423675,0.0703
07-13 11:00,1,-21502.96,-21502.96,9051.71,0.949559383,0.9496397402,0.9496051824,0.0703
07-13 12:00,1,-21255.75,-21255.75,9043.91,0.9505440705,0.9506295905,0.9505919517,0.0703
07-13 13:00,1,-19464.61,-19464.61,7452.43,0.9497748485,0.9498667387,0.9498241869,0.0703
07-13 14:00,1,-17808.82,-17808.82,6151.21,0.9496163408,0.9497123114,0.9496663871,0.0703
07-13 15:00,1,-13059.63,-13059.63,3171.96,0.9534241879,0.9535472634,0.9534908469,0.0703
07-13 16:00,1,-10077.71,-10077.71,1839.824,0.9579193177,0.9580541346,0.9579929299,0.0703
07-13 17:00,1,-6369.49,-6369.49,628.535,0.9657419004,0.9658869596,0.9658225074,0.0703
07-13 18:00,0,0,1430.773,9.0263,0.9977370424,0.9979173672,0.9978493759,0.0999
07-13 19:00,0,0,1638.419,131.87063,1.01033588,1.010359529,1.010356698,0.0999
07-13 20:00,0,0,1407.317,-8.4698,1.007721649,1.007741551,1.007740052,0.0999
07-13 21:00,0,0,1224.408,-118.557707,1.005714469,1.005732539,1.005731748,0.0999
07-13 22:00,0,0,1108.152,-188.0772,1.004454985,1.004473304,1.004472805,0.0481
07-13 23:00,0,0,940.958,-280.6833,1.002619927,1.002636997,1.002637081,0.0481
07-14 0:00,0,0,572.035,-487.169,0.9979836514,0.9979919786,0.9979956426,0.0481
07-14 1:00,0,0,267.8078,-656.505,0.9942732322,0.9942771044,0.9942815594,0.0481
07-14 2:00,0,0,146.6238,-715.901,0.9928393773,0.9928417089,0.9928472048,0.0481
07-14 3:00,0,0,94.8824,-745.438,0.9922861619,0.9922874943,0.9922944058,0.0481
07-14 4:00,0,0,91.6224,-747.296,0.992488179,0.9924889701,0.9924970058,0.0481
07-14 5:00,0,0,176.78,-698.655,0.9911798145,0.9912350236,0.9912230325,0.0481
07-14 6:00,0,0,515.477,-503.356,0.9920379291,0.992177534,0.9921357733,0.0481
07-14 7:00,1,-8123.04,-8123.04,1138.035,0.9644431121,0.9645608582,0.9645194722,0.0703
07-14 8:00,1,-12570.69,-12570.69,2992.698,0.9562440166,0.9563485225,0.9563083856,0.0703
07-14 9:00,1,-17199.07,-17199.07,5487.53,0.9495999779,0.9496763797,0.9496443201,0.0703
07-14 10:00,1,-19729.71,-19729.71,7573.1,0.9496105951,0.9496837492,0.94965348,0.0703
07-14 11:00,1,-21098.57,-21098.57,8915.01,0.9511203105,0.9511553263,0.9511389634,0.0703
07-14 12:00,1,-21083.8,-21083.8,9057.24,0.9531223697,0.9531032589,0.9531051741,0.0703
